iso3,decile,capex,income,region
BGD,20,106566467.16418883,Low Income Developing Countries,Emerging and Developing Asia
BGD,30,73968641.82374556,Low Income Developing Countries,Emerging and Developing Asia
BGD,40,61348897.24836842,Low Income Developing Countries,Emerging and Developing Asia
BGD,50,65540278.00658878,Low Income Developing Countries,Emerging and Developing Asia
BGD,60,56386986.86798657,Low Income Developing Countries,Emerging and Developing Asia
BGD,70,51084910.95996594,Low Income Developing Countries,Emerging and Developing Asia
BGD,80,46240500.38137861,Low Income Developing Countries,Emerging and Developing Asia
BGD,90,38271556.63317707,Low Income Developing Countries,Emerging and Developing Asia
BGD,100,30544537.796949606,Low Income Developing Countries,Emerging and Developing Asia
BRB,10,420824.19620932726,Emerging Market Economies,Latin America and the Caribbean
BRB,20,221702.50336881622,Emerging Market Economies,Latin America and the Caribbean
BRB,30,121936.37685284893,Emerging Market Economies,Latin America and the Caribbean
BRB,40,159092.07417669683,Emerging Market Economies,Latin America and the Caribbean
BRB,50,74338.11750039205,Emerging Market Economies,Latin America and the Caribbean
BRB,60,94015.85448578995,Emerging Market Economies,Latin America and the Caribbean
BRB,70,43471.07909192474,Emerging Market Economies,Latin America and the Caribbean
BRB,80,39915.574166196326,Emerging Market Economies,Latin America and the Caribbean
BRB,90,41056.01914237336,Emerging Market Economies,Latin America and the Caribbean
BRB,100,44279.42560396458,Emerging Market Economies,Latin America and the Caribbean
BLR,10,21932843.906190827,Emerging Market Economies,Emerging and Developing Europe
BLR,20,5282964.471511126,Emerging Market Economies,Emerging and Developing Europe
BLR,30,2553836.4499857537,Emerging Market Economies,Emerging and Developing Europe
BLR,40,1689749.1390883108,Emerging Market Economies,Emerging and Developing Europe
BLR,50,1502938.613064267,Emerging Market Economies,Emerging and Developing Europe
BLR,60,1203178.8750318447,Emerging Market Economies,Emerging and Developing Europe
BLR,70,857816.7949601469,Emerging Market Economies,Emerging and Developing Europe
BLR,80,902091.9761560069,Emerging Market Economies,Emerging and Developing Europe
BLR,90,795402.0092875228,Emerging Market Economies,Emerging and Developing Europe
BLR,100,744260.8005653498,Emerging Market Economies,Emerging and Developing Europe
BEL,10,0.0,Advanced Economies,Advanced Economies
BEL,20,0.0,Advanced Economies,Advanced Economies
BEL,30,0.0,Advanced Economies,Advanced Economies
BEL,40,0.0,Advanced Economies,Advanced Economies
BEL,50,0.0,Advanced Economies,Advanced Economies
BEL,60,0.0,Advanced Economies,Advanced Economies
BEL,70,0.0,Advanced Economies,Advanced Economies
BEL,80,0.0,Advanced Economies,Advanced Economies
BEL,90,0.0,Advanced Economies,Advanced Economies
BEL,100,1385701.3798112231,Advanced Economies,Advanced Economies
BLZ,10,525228.3698877844,Emerging Market Economies,Latin America and the Caribbean
BLZ,20,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,30,218802.70843771036,Emerging Market Economies,Latin America and the Caribbean
BLZ,40,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,50,189814.3509202071,Emerging Market Economies,Latin America and the Caribbean
BLZ,60,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,70,410793.0232903195,Emerging Market Economies,Latin America and the Caribbean
BLZ,80,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,90,188539.24801724145,Emerging Market Economies,Latin America and the Caribbean
BLZ,100,150281.88367840613,Emerging Market Economies,Latin America and the Caribbean
BEN,10,16997191.924942583,Low Income Developing Countries,Sub-Sahara Africa
BEN,20,5830775.838599867,Low Income Developing Countries,Sub-Sahara Africa
BEN,30,4375016.856420132,Low Income Developing Countries,Sub-Sahara Africa
BEN,40,4320023.389211373,Low Income Developing Countries,Sub-Sahara Africa
BEN,50,3767714.28855315,Low Income Developing Countries,Sub-Sahara Africa
BEN,60,2989376.210365022,Low Income Developing Countries,Sub-Sahara Africa
BEN,70,5575814.566666265,Low Income Developing Countries,Sub-Sahara Africa
BEN,80,5765804.68830703,Low Income Developing Countries,Sub-Sahara Africa
BEN,90,5240507.586244365,Low Income Developing Countries,Sub-Sahara Africa
BEN,100,4503797.797086223,Low Income Developing Countries,Sub-Sahara Africa
BTN,10,944938.8112813872,Low Income Developing Countries,Emerging and Developing Asia
BTN,20,349155.44653708383,Low Income Developing Countries,Emerging and Developing Asia
BTN,30,369619.10981803853,Low Income Developing Countries,Emerging and Developing Asia
BTN,40,261016.53352547676,Low Income Developing Countries,Emerging and Developing Asia
BTN,50,210536.779431038,Low Income Developing Countries,Emerging and Developing Asia
BTN,60,247014.61036223455,Low Income Developing Countries,Emerging and Developing Asia
BTN,70,236011.51972162005,Low Income Developing Countries,Emerging and Developing Asia
BTN,80,199973.8514994861,Low Income Developing Countries,Emerging and Developing Asia
BTN,90,216142.4783945926,Low Income Developing Countries,Emerging and Developing Asia
BTN,100,229628.36786425114,Low Income Developing Countries,Emerging and Developing Asia
BOL,10,16683028.506826451,Emerging Market Economies,Latin America and the Caribbean
BOL,20,1810906.7034061067,Emerging Market Economies,Latin America and the Caribbean
BOL,30,1768776.339629477,Emerging Market Economies,Latin America and the Caribbean
BOL,40,2053247.8043902146,Emerging Market Economies,Latin America and the Caribbean
BOL,50,2431336.4772493923,Emerging Market Economies,Latin America and the Caribbean
BOL,60,3002150.1801608694,Emerging Market Economies,Latin America and the Caribbean
BOL,70,3783864.6137631163,Emerging Market Economies,Latin America and the Caribbean
BOL,80,3554203.1547473143,Emerging Market Economies,Latin America and the Caribbean
BOL,90,2893424.169511023,Emerging Market Economies,Latin America and the Caribbean
BOL,100,8089802.938288126,Emerging Market Economies,Latin America and the Caribbean
BIH,10,2261774.6739298487,Emerging Market Economies,Emerging and Developing Europe
BIH,20,1920651.8955041545,Emerging Market Economies,Emerging and Developing Europe
BIH,30,2038643.7091385343,Emerging Market Economies,Emerging and Developing Europe
BIH,40,1023488.2003848716,Emerging Market Economies,Emerging and Developing Europe
BIH,50,1036379.3721008778,Emerging Market Economies,Emerging and Developing Europe
BIH,60,1553504.0373408068,Emerging Market Economies,Emerging and Developing Europe
BIH,70,2135914.361723958,Emerging Market Economies,Emerging and Developing Europe
BIH,80,989952.7880962056,Emerging Market Economies,Emerging and Developing Europe
BIH,90,621778.1411437808,Emerging Market Economies,Emerging and Developing Europe
BIH,100,413671.79165675375,Emerging Market Economies,Emerging and Developing Europe
BWA,10,384675.38666150544,Emerging Market Economies,Sub-Sahara Africa
BWA,20,901319.6006720287,Emerging Market Economies,Sub-Sahara Africa
BWA,30,794066.9834245567,Emerging Market Economies,Sub-Sahara Africa
BWA,40,569955.2677787037,Emerging Market Economies,Sub-Sahara Africa
BWA,50,422551.95443495095,Emerging Market Economies,Sub-Sahara Africa
BWA,60,378877.4781525131,Emerging Market Economies,Sub-Sahara Africa
BWA,70,3107408.8146455167,Emerging Market Economies,Sub-Sahara Africa
BWA,80,1639878.8840144027,Emerging Market Economies,Sub-Sahara Africa
BWA,90,2505014.0745174084,Emerging Market Economies,Sub-Sahara Africa
BWA,100,2634690.906340824,Emerging Market Economies,Sub-Sahara Africa
BRA,10,305876649.2479738,Emerging Market Economies,Latin America and the Caribbean
BRA,20,72771692.90088917,Emerging Market Economies,Latin America and the Caribbean
BRA,30,40600036.226548456,Emerging Market Economies,Latin America and the Caribbean
BRA,40,29409259.22545347,Emerging Market Economies,Latin America and the Caribbean
BRA,50,23806728.508626275,Emerging Market Economies,Latin America and the Caribbean
BRA,60,33223651.20679321,Emerging Market Economies,Latin America and the Caribbean
BRA,70,27606540.344802614,Emerging Market Economies,Latin America and the Caribbean
BRA,80,23959033.56943221,Emerging Market Economies,Latin America and the Caribbean
BRA,90,47436709.81984711,Emerging Market Economies,Latin America and the Caribbean
BRA,100,83111474.99442117,Emerging Market Economies,Latin America and the Caribbean
BRN,10,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,20,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,30,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,40,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,50,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,60,85165.7917746749,Emerging Market Economies,Emerging and Developing Asia
BRN,70,41624.66206678272,Emerging Market Economies,Emerging and Developing Asia
BRN,80,21754.83891172254,Emerging Market Economies,Emerging and Developing Asia
BRN,90,24954.326094788936,Emerging Market Economies,Emerging and Developing Asia
BRN,100,38283.464291990735,Emerging Market Economies,Emerging and Developing Asia
BGR,10,15346569.480599195,Emerging Market Economies,Emerging and Developing Europe
BGR,20,3612254.8883664687,Emerging Market Economies,Emerging and Developing Europe
BGR,30,2859467.945472133,Emerging Market Economies,Emerging and Developing Europe
BGR,40,1700617.292912997,Emerging Market Economies,Emerging and Developing Europe
BGR,50,1471834.1700448878,Emerging Market Economies,Emerging and Developing Europe
BGR,60,1306627.7117083787,Emerging Market Economies,Emerging and Developing Europe
BGR,70,934814.7958991121,Emerging Market Economies,Emerging and Developing Europe
BGR,80,761857.2760323638,Emerging Market Economies,Emerging and Developing Europe
BGR,90,625155.3525266441,Emerging Market Economies,Emerging and Developing Europe
BGR,100,396462.05986225593,Emerging Market Economies,Emerging and Developing Europe
BFA,10,25747729.12856399,Low Income Developing Countries,Sub-Sahara Africa
BFA,20,6213231.509164753,Low Income Developing Countries,Sub-Sahara Africa
BFA,30,10304650.24454425,Low Income Developing Countries,Sub-Sahara Africa
BFA,40,6232026.684229806,Low Income Developing Countries,Sub-Sahara Africa
BFA,50,6272447.368973676,Low Income Developing Countries,Sub-Sahara Africa
BFA,60,8300793.521215356,Low Income Developing Countries,Sub-Sahara Africa
BFA,70,5905264.575815429,Low Income Developing Countries,Sub-Sahara Africa
BFA,80,7216871.495741586,Low Income Developing Countries,Sub-Sahara Africa
BFA,90,5953852.660428888,Low Income Developing Countries,Sub-Sahara Africa
BFA,100,6167636.924104278,Low Income Developing Countries,Sub-Sahara Africa
BDI,10,6928203.230275511,Low Income Developing Countries,Sub-Sahara Africa
BDI,20,9214795.40751047,Low Income Developing Countries,Sub-Sahara Africa
BDI,30,4495634.096089885,Low Income Developing Countries,Sub-Sahara Africa
BDI,40,5437614.653631618,Low Income Developing Countries,Sub-Sahara Africa
BDI,50,5636823.852659525,Low Income Developing Countries,Sub-Sahara Africa
BDI,60,3923313.1892451975,Low Income Developing Countries,Sub-Sahara Africa
BDI,70,4940674.928590221,Low Income Developing Countries,Sub-Sahara Africa
BDI,80,3732119.9961567144,Low Income Developing Countries,Sub-Sahara Africa
BDI,90,3526154.7742639505,Low Income Developing Countries,Sub-Sahara Africa
BDI,100,2457391.268207921,Low Income Developing Countries,Sub-Sahara Africa
CPV,10,919989.9799658362,Emerging Market Economies,Sub-Sahara Africa
CPV,20,274254.20787105395,Emerging Market Economies,Sub-Sahara Africa
CPV,30,499495.9448013956,Emerging Market Economies,Sub-Sahara Africa
CPV,40,159034.59574989733,Emerging Market Economies,Sub-Sahara Africa
CPV,50,167397.2528409012,Emerging Market Economies,Sub-Sahara Africa
CPV,60,66164.65894845262,Emerging Market Economies,Sub-Sahara Africa
CPV,70,60158.47249333844,Emerging Market Economies,Sub-Sahara Africa
CPV,80,42863.36323311432,Emerging Market Economies,Sub-Sahara Africa
CPV,90,109482.7177129945,Emerging Market Economies,Sub-Sahara Africa
CPV,100,94933.16536986295,Emerging Market Economies,Sub-Sahara Africa
KHM,10,11304178.979207586,Low Income Developing Countries,Emerging and Developing Asia
KHM,20,6189422.184336514,Low Income Developing Countries,Emerging and Developing Asia
KHM,30,2600475.1747935363,Low Income Developing Countries,Emerging and Developing Asia
KHM,40,3187134.439888108,Low Income Developing Countries,Emerging and Developing Asia
KHM,50,2224846.165001205,Low Income Developing Countries,Emerging and Developing Asia
KHM,60,2656151.59410151,Low Income Developing Countries,Emerging and Developing Asia
KHM,70,2942363.087270359,Low Income Developing Countries,Emerging and Developing Asia
KHM,80,5808090.566010996,Low Income Developing Countries,Emerging and Developing Asia
KHM,90,4048399.309683078,Low Income Developing Countries,Emerging and Developing Asia
KHM,100,1752225.7353754372,Low Income Developing Countries,Emerging and Developing Asia
CMR,10,31214596.52122887,Low Income Developing Countries,Sub-Sahara Africa
CMR,20,13957226.85104883,Low Income Developing Countries,Sub-Sahara Africa
CMR,30,11827950.704865918,Low Income Developing Countries,Sub-Sahara Africa
CMR,40,8445028.789566573,Low Income Developing Countries,Sub-Sahara Africa
CMR,50,12616104.122259863,Low Income Developing Countries,Sub-Sahara Africa
CMR,60,8570234.52648501,Low Income Developing Countries,Sub-Sahara Africa
CMR,70,5802330.6065717805,Low Income Developing Countries,Sub-Sahara Africa
CMR,80,7016731.182557542,Low Income Developing Countries,Sub-Sahara Africa
CMR,90,6028048.588971622,Low Income Developing Countries,Sub-Sahara Africa
CMR,100,3681036.492032285,Low Income Developing Countries,Sub-Sahara Africa
CAN,10,80866069.70380731,Advanced Economies,Advanced Economies
CAN,20,7019711.5177005045,Advanced Economies,Advanced Economies
CAN,30,5934272.707596115,Advanced Economies,Advanced Economies
CAN,40,4375914.301269479,Advanced Economies,Advanced Economies
CAN,50,3666422.333087163,Advanced Economies,Advanced Economies
CAN,60,1964174.6317148162,Advanced Economies,Advanced Economies
CAN,70,3589534.7816802533,Advanced Economies,Advanced Economies
CAN,80,5686504.402069365,Advanced Economies,Advanced Economies
CAN,90,36900753.502897,Advanced Economies,Advanced Economies
CAN,100,126489965.08421649,Advanced Economies,Advanced Economies
CAF,10,6609774.991439679,Low Income Developing Countries,Sub-Sahara Africa
CAF,20,3830289.477860352,Low Income Developing Countries,Sub-Sahara Africa
CAF,30,3273182.914921819,Low Income Developing Countries,Sub-Sahara Africa
CAF,40,1868803.8221141594,Low Income Developing Countries,Sub-Sahara Africa
CAF,50,1460816.4623558337,Low Income Developing Countries,Sub-Sahara Africa
CAF,60,2226568.265209022,Low Income Developing Countries,Sub-Sahara Africa
CAF,70,1179236.0031825006,Low Income Developing Countries,Sub-Sahara Africa
CAF,80,2174852.2908249376,Low Income Developing Countries,Sub-Sahara Africa
CAF,90,1401344.5733766574,Low Income Developing Countries,Sub-Sahara Africa
CAF,100,2934780.9377819817,Low Income Developing Countries,Sub-Sahara Africa
TCD,10,11367795.86023604,Low Income Developing Countries,Sub-Sahara Africa
TCD,20,6979803.910584331,Low Income Developing Countries,Sub-Sahara Africa
TCD,30,8498110.092422228,Low Income Developing Countries,Sub-Sahara Africa
TCD,40,6461672.137755334,Low Income Developing Countries,Sub-Sahara Africa
TCD,50,7014528.297224384,Low Income Developing Countries,Sub-Sahara Africa
TCD,60,7995450.3788419105,Low Income Developing Countries,Sub-Sahara Africa
TCD,70,6252489.581890534,Low Income Developing Countries,Sub-Sahara Africa
TCD,80,5802513.350050535,Low Income Developing Countries,Sub-Sahara Africa
TCD,90,10072817.089074934,Low Income Developing Countries,Sub-Sahara Africa
TCD,100,11244345.860223703,Low Income Developing Countries,Sub-Sahara Africa
CHL,10,20416605.52929335,Emerging Market Economies,Latin America and the Caribbean
CHL,20,3011046.1299114767,Emerging Market Economies,Latin America and the Caribbean
CHL,30,4211640.714502274,Emerging Market Economies,Latin America and the Caribbean
CHL,40,3376154.4605413936,Emerging Market Economies,Latin America and the Caribbean
CHL,50,2838464.638492892,Emerging Market Economies,Latin America and the Caribbean
CHL,60,1793297.763935915,Emerging Market Economies,Latin America and the Caribbean
CHL,70,4200386.843167538,Emerging Market Economies,Latin America and the Caribbean
CHL,80,9140471.773940565,Emerging Market Economies,Latin America and the Caribbean
CHL,90,2245787.598459585,Emerging Market Economies,Latin America and the Caribbean
CHL,100,2693487.91177456,Emerging Market Economies,Latin America and the Caribbean
CHN,10,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,20,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,30,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,40,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,50,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,60,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,70,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,80,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,90,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,100,188171150.3165434,Emerging Market Economies,Emerging and Developing Asia
COL,10,125184979.42201339,Emerging Market Economies,Latin America and the Caribbean
COL,20,17182021.952896547,Emerging Market Economies,Latin America and the Caribbean
COL,30,12258932.094997335,Emerging Market Economies,Latin America and the Caribbean
COL,40,8821275.470220719,Emerging Market Economies,Latin America and the Caribbean
COL,50,9562069.564146522,Emerging Market Economies,Latin America and the Caribbean
COL,60,5807431.7987190895,Emerging Market Economies,Latin America and the Caribbean
COL,70,6553045.851910163,Emerging Market Economies,Latin America and the Caribbean
COL,80,5081839.583323872,Emerging Market Economies,Latin America and the Caribbean
COL,90,4283755.579642508,Emerging Market Economies,Latin America and the Caribbean
COL,100,14277740.960678287,Emerging Market Economies,Latin America and the Caribbean
COD,10,90005175.46186024,Low Income Developing Countries,Sub-Sahara Africa
COD,20,41174904.43837023,Low Income Developing Countries,Sub-Sahara Africa
COD,30,14208343.47838667,Low Income Developing Countries,Sub-Sahara Africa
COD,40,48224636.9666717,Low Income Developing Countries,Sub-Sahara Africa
COD,50,86609844.78612989,Low Income Developing Countries,Sub-Sahara Africa
COD,60,70727024.55648279,Low Income Developing Countries,Sub-Sahara Africa
COD,70,58787482.83657539,Low Income Developing Countries,Sub-Sahara Africa
COD,80,38669227.469530955,Low Income Developing Countries,Sub-Sahara Africa
COD,90,26726551.52496929,Low Income Developing Countries,Sub-Sahara Africa
COD,100,15241357.139033223,Low Income Developing Countries,Sub-Sahara Africa
COG,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
COG,20,1554822.1671128648,Low Income Developing Countries,Sub-Sahara Africa
COG,30,4334573.095787393,Low Income Developing Countries,Sub-Sahara Africa
COG,40,863382.2124487604,Low Income Developing Countries,Sub-Sahara Africa
COG,50,621811.0779216602,Low Income Developing Countries,Sub-Sahara Africa
COG,60,1266020.8871572777,Low Income Developing Countries,Sub-Sahara Africa
COG,70,917782.674316196,Low Income Developing Countries,Sub-Sahara Africa
COG,80,1355603.3115080483,Low Income Developing Countries,Sub-Sahara Africa
COG,90,990973.5450165353,Low Income Developing Countries,Sub-Sahara Africa
COG,100,482567.88235926995,Low Income Developing Countries,Sub-Sahara Africa
CRI,10,1664272.5490585507,Emerging Market Economies,Latin America and the Caribbean
CRI,20,383705.37858203845,Emerging Market Economies,Latin America and the Caribbean
CRI,30,979935.0302414194,Emerging Market Economies,Latin America and the Caribbean
CRI,40,321998.7241118173,Emerging Market Economies,Latin America and the Caribbean
CRI,50,236924.56247266152,Emerging Market Economies,Latin America and the Caribbean
CRI,60,293306.33273031964,Emerging Market Economies,Latin America and the Caribbean
CRI,70,332351.7667262098,Emerging Market Economies,Latin America and the Caribbean
CRI,80,236113.92045339357,Emerging Market Economies,Latin America and the Caribbean
CRI,90,1051490.2680352181,Emerging Market Economies,Latin America and the Caribbean
CRI,100,943294.8210848639,Emerging Market Economies,Latin America and the Caribbean
CIV,10,25661075.218602087,Low Income Developing Countries,Sub-Sahara Africa
CIV,20,10860286.026655976,Low Income Developing Countries,Sub-Sahara Africa
CIV,30,10470280.207970556,Low Income Developing Countries,Sub-Sahara Africa
CIV,40,7738824.636323549,Low Income Developing Countries,Sub-Sahara Africa
CIV,50,9132080.158659762,Low Income Developing Countries,Sub-Sahara Africa
CIV,60,9746162.702516759,Low Income Developing Countries,Sub-Sahara Africa
CIV,70,6485008.055544799,Low Income Developing Countries,Sub-Sahara Africa
CIV,80,5558620.049484975,Low Income Developing Countries,Sub-Sahara Africa
CIV,90,5843906.978606468,Low Income Developing Countries,Sub-Sahara Africa
CIV,100,3597621.3133454775,Low Income Developing Countries,Sub-Sahara Africa
HRV,10,8452407.940936118,Emerging Market Economies,Emerging and Developing Europe
HRV,20,2042111.8160401757,Emerging Market Economies,Emerging and Developing Europe
