iso3,decile,capex,income,region
AUT,30,315859.69721743127,Advanced Economies,Advanced Economies
AUT,40,209453.5897515005,Advanced Economies,Advanced Economies
AUT,50,226209.4309640108,Advanced Economies,Advanced Economies
AUT,60,183041.05064021732,Advanced Economies,Advanced Economies
AUT,70,142611.65116887365,Advanced Economies,Advanced Economies
AUT,80,157659.83526321512,Advanced Economies,Advanced Economies
AUT,90,133198.24586954145,Advanced Economies,Advanced Economies
AUT,100,93127.90218191303,Advanced Economies,Advanced Economies
AZE,10,1365467.5629918973,Emerging Market Economies,Caucasus and Central Asia
AZE,20,413269.5927289339,Emerging Market Economies,Caucasus and Central Asia
AZE,30,459347.15908576053,Emerging Market Economies,Caucasus and Central Asia
AZE,40,295984.9957153098,Emerging Market Economies,Caucasus and Central Asia
AZE,50,250945.71460017734,Emerging Market Economies,Caucasus and Central Asia
AZE,60,281585.2942110025,Emerging Market Economies,Caucasus and Central Asia
AZE,70,295707.6448418689,Emerging Market Economies,Caucasus and Central Asia
AZE,80,240379.50353471306,Emerging Market Economies,Caucasus and Central Asia
AZE,90,205936.9920181447,Emerging Market Economies,Caucasus and Central Asia
AZE,100,138738.1285544339,Emerging Market Economies,Caucasus and Central Asia
BHR,10,86338.46950425788,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,20,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,30,39233.40534050574,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,40,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,50,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,60,110410.60563889204,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,70,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,80,71214.08093821876,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,90,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,100,102896.64797557327,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BGD,10,20653548.37715828,Low Income Developing Countries,Emerging and Developing Asia
BGD,20,10656646.716418883,Low Income Developing Countries,Emerging and Developing Asia
BGD,30,7396864.182374556,Low Income Developing Countries,Emerging and Developing Asia
BGD,40,6134889.724836842,Low Income Developing Countries,Emerging and Developing Asia
BGD,50,6554027.800658878,Low Income Developing Countries,Emerging and Developing Asia
BGD,60,5638698.686798657,Low Income Developing Countries,Emerging and Developing Asia
BGD,70,5108491.095996594,Low Income Developing Countries,Emerging and Developing Asia
BGD,80,4624050.0381378615,Low Income Developing Countries,Emerging and Developing Asia
BGD,90,3827155.663317707,Low Income Developing Countries,Emerging and Developing Asia
BGD,100,3054453.779694961,Low Income Developing Countries,Emerging and Developing Asia
BRB,10,42082.41962093273,Emerging Market Economies,Latin America and the Caribbean
BRB,20,22170.25033688162,Emerging Market Economies,Latin America and the Caribbean
BRB,30,12193.637685284893,Emerging Market Economies,Latin America and the Caribbean
BRB,40,15909.207417669682,Emerging Market Economies,Latin America and the Caribbean
BRB,50,7433.8117500392045,Emerging Market Economies,Latin America and the Caribbean
BRB,60,9401.585448578995,Emerging Market Economies,Latin America and the Caribbean
BRB,70,4347.107909192474,Emerging Market Economies,Latin America and the Caribbean
BRB,80,3991.557416619633,Emerging Market Economies,Latin America and the Caribbean
BRB,90,4105.601914237336,Emerging Market Economies,Latin America and the Caribbean
BRB,100,4427.942560396458,Emerging Market Economies,Latin America and the Caribbean
BLR,10,2193284.390619083,Emerging Market Economies,Emerging and Developing Europe
BLR,20,528296.4471511126,Emerging Market Economies,Emerging and Developing Europe
BLR,30,255383.64499857536,Emerging Market Economies,Emerging and Developing Europe
BLR,40,168974.91390883108,Emerging Market Economies,Emerging and Developing Europe
BLR,50,150293.8613064267,Emerging Market Economies,Emerging and Developing Europe
BLR,60,120317.88750318448,Emerging Market Economies,Emerging and Developing Europe
BLR,70,85781.6794960147,Emerging Market Economies,Emerging and Developing Europe
BLR,80,90209.19761560069,Emerging Market Economies,Emerging and Developing Europe
BLR,90,79540.20092875227,Emerging Market Economies,Emerging and Developing Europe
BLR,100,74426.08005653498,Emerging Market Economies,Emerging and Developing Europe
BEL,10,0.0,Advanced Economies,Advanced Economies
BEL,20,0.0,Advanced Economies,Advanced Economies
BEL,30,0.0,Advanced Economies,Advanced Economies
BEL,40,0.0,Advanced Economies,Advanced Economies
BEL,50,0.0,Advanced Economies,Advanced Economies
BEL,60,0.0,Advanced Economies,Advanced Economies
BEL,70,0.0,Advanced Economies,Advanced Economies
BEL,80,0.0,Advanced Economies,Advanced Economies
BEL,90,0.0,Advanced Economies,Advanced Economies
BEL,100,138570.1379811223,Advanced Economies,Advanced Economies
BLZ,10,52522.836988778436,Emerging Market Economies,Latin America and the Caribbean
BLZ,20,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,30,21880.270843771035,Emerging Market Economies,Latin America and the Caribbean
BLZ,40,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,50,18981.43509202071,Emerging Market Economies,Latin America and the Caribbean
BLZ,60,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,70,41079.30232903195,Emerging Market Economies,Latin America and the Caribbean
BLZ,80,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,90,18853.924801724144,Emerging Market Economies,Latin America and the Caribbean
BLZ,100,15028.188367840614,Emerging Market Economies,Latin America and the Caribbean
BEN,10,1699719.1924942583,Low Income Developing Countries,Sub-Sahara Africa
BEN,20,583077.5838599867,Low Income Developing Countries,Sub-Sahara Africa
BEN,30,437501.6856420132,Low Income Developing Countries,Sub-Sahara Africa
BEN,40,432002.3389211374,Low Income Developing Countries,Sub-Sahara Africa
BEN,50,376771.42885531497,Low Income Developing Countries,Sub-Sahara Africa
BEN,60,298937.6210365022,Low Income Developing Countries,Sub-Sahara Africa
BEN,70,557581.4566666265,Low Income Developing Countries,Sub-Sahara Africa
BEN,80,576580.4688307031,Low Income Developing Countries,Sub-Sahara Africa
BEN,90,524050.7586244365,Low Income Developing Countries,Sub-Sahara Africa
BEN,100,450379.7797086223,Low Income Developing Countries,Sub-Sahara Africa
BTN,10,94493.88112813873,Low Income Developing Countries,Emerging and Developing Asia
BTN,20,34915.54465370838,Low Income Developing Countries,Emerging and Developing Asia
BTN,30,36961.910981803856,Low Income Developing Countries,Emerging and Developing Asia
BTN,40,26101.653352547677,Low Income Developing Countries,Emerging and Developing Asia
BTN,50,21053.6779431038,Low Income Developing Countries,Emerging and Developing Asia
BTN,60,24701.461036223456,Low Income Developing Countries,Emerging and Developing Asia
BTN,70,23601.151972162002,Low Income Developing Countries,Emerging and Developing Asia
BTN,80,19997.385149948608,Low Income Developing Countries,Emerging and Developing Asia
BTN,90,21614.24783945926,Low Income Developing Countries,Emerging and Developing Asia
BTN,100,11481.418393212558,Low Income Developing Countries,Emerging and Developing Asia
BOL,10,1668302.850682645,Emerging Market Economies,Latin America and the Caribbean
BOL,20,181090.67034061067,Emerging Market Economies,Latin America and the Caribbean
BOL,30,176877.6339629477,Emerging Market Economies,Latin America and the Caribbean
BOL,40,205324.78043902144,Emerging Market Economies,Latin America and the Caribbean
BOL,50,243133.64772493922,Emerging Market Economies,Latin America and the Caribbean
BOL,60,300215.01801608695,Emerging Market Economies,Latin America and the Caribbean
BOL,70,189193.2306881558,Emerging Market Economies,Latin America and the Caribbean
BOL,80,177710.1577373657,Emerging Market Economies,Latin America and the Caribbean
BOL,90,144671.20847555113,Emerging Market Economies,Latin America and the Caribbean
BOL,100,269660.0979429375,Emerging Market Economies,Latin America and the Caribbean
BIH,10,226177.46739298487,Emerging Market Economies,Emerging and Developing Europe
BIH,20,192065.18955041547,Emerging Market Economies,Emerging and Developing Europe
BIH,30,203864.37091385343,Emerging Market Economies,Emerging and Developing Europe
BIH,40,102348.82003848716,Emerging Market Economies,Emerging and Developing Europe
BIH,50,103637.93721008778,Emerging Market Economies,Emerging and Developing Europe
BIH,60,155350.4037340807,Emerging Market Economies,Emerging and Developing Europe
BIH,70,213591.43617239583,Emerging Market Economies,Emerging and Developing Europe
BIH,80,98995.27880962056,Emerging Market Economies,Emerging and Developing Europe
BIH,90,62177.81411437808,Emerging Market Economies,Emerging and Developing Europe
BIH,100,41367.17916567538,Emerging Market Economies,Emerging and Developing Europe
BWA,10,38467.53866615055,Emerging Market Economies,Sub-Sahara Africa
BWA,20,90131.96006720288,Emerging Market Economies,Sub-Sahara Africa
BWA,30,79406.69834245567,Emerging Market Economies,Sub-Sahara Africa
BWA,40,56995.52677787037,Emerging Market Economies,Sub-Sahara Africa
BWA,50,42255.1954434951,Emerging Market Economies,Sub-Sahara Africa
BWA,60,37887.74781525131,Emerging Market Economies,Sub-Sahara Africa
BWA,70,155370.44073227583,Emerging Market Economies,Sub-Sahara Africa
BWA,80,81993.94420072014,Emerging Market Economies,Sub-Sahara Africa
BWA,90,83500.46915058028,Emerging Market Economies,Sub-Sahara Africa
BWA,100,87823.0302113608,Emerging Market Economies,Sub-Sahara Africa
BRA,10,30587664.92479738,Emerging Market Economies,Latin America and the Caribbean
BRA,20,7277169.290088917,Emerging Market Economies,Latin America and the Caribbean
BRA,30,4060003.622654846,Emerging Market Economies,Latin America and the Caribbean
BRA,40,2940925.922545347,Emerging Market Economies,Latin America and the Caribbean
BRA,50,2380672.8508626274,Emerging Market Economies,Latin America and the Caribbean
BRA,60,3322365.1206793212,Emerging Market Economies,Latin America and the Caribbean
BRA,70,2760654.0344802616,Emerging Market Economies,Latin America and the Caribbean
BRA,80,2395903.356943221,Emerging Market Economies,Latin America and the Caribbean
BRA,90,2371835.4909923556,Emerging Market Economies,Latin America and the Caribbean
BRA,100,2770382.499814039,Emerging Market Economies,Latin America and the Caribbean
BRN,10,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,20,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,30,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,40,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,50,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,60,8516.579177467489,Emerging Market Economies,Emerging and Developing Asia
BRN,70,4162.466206678272,Emerging Market Economies,Emerging and Developing Asia
BRN,80,2175.483891172254,Emerging Market Economies,Emerging and Developing Asia
BRN,90,1247.7163047394467,Emerging Market Economies,Emerging and Developing Asia
BRN,100,1276.115476399691,Emerging Market Economies,Emerging and Developing Asia
BGR,10,1534656.9480599193,Emerging Market Economies,Emerging and Developing Europe
BGR,20,361225.4888366469,Emerging Market Economies,Emerging and Developing Europe
BGR,30,285946.7945472133,Emerging Market Economies,Emerging and Developing Europe
BGR,40,170061.7292912997,Emerging Market Economies,Emerging and Developing Europe
BGR,50,147183.4170044888,Emerging Market Economies,Emerging and Developing Europe
BGR,60,130662.77117083789,Emerging Market Economies,Emerging and Developing Europe
BGR,70,93481.47958991122,Emerging Market Economies,Emerging and Developing Europe
BGR,80,76185.72760323637,Emerging Market Economies,Emerging and Developing Europe
BGR,90,62515.53525266441,Emerging Market Economies,Emerging and Developing Europe
BGR,100,39646.2059862256,Emerging Market Economies,Emerging and Developing Europe
BFA,10,2574772.9128563986,Low Income Developing Countries,Sub-Sahara Africa
BFA,20,621323.1509164753,Low Income Developing Countries,Sub-Sahara Africa
BFA,30,1030465.024454425,Low Income Developing Countries,Sub-Sahara Africa
BFA,40,623202.6684229807,Low Income Developing Countries,Sub-Sahara Africa
BFA,50,627244.7368973676,Low Income Developing Countries,Sub-Sahara Africa
BFA,60,830079.3521215357,Low Income Developing Countries,Sub-Sahara Africa
BFA,70,590526.4575815429,Low Income Developing Countries,Sub-Sahara Africa
BFA,80,721687.1495741586,Low Income Developing Countries,Sub-Sahara Africa
BFA,90,595385.2660428889,Low Income Developing Countries,Sub-Sahara Africa
BFA,100,616763.6924104277,Low Income Developing Countries,Sub-Sahara Africa
BDI,10,692820.3230275512,Low Income Developing Countries,Sub-Sahara Africa
BDI,20,921479.5407510471,Low Income Developing Countries,Sub-Sahara Africa
BDI,30,449563.40960898844,Low Income Developing Countries,Sub-Sahara Africa
BDI,40,543761.4653631619,Low Income Developing Countries,Sub-Sahara Africa
BDI,50,563682.3852659526,Low Income Developing Countries,Sub-Sahara Africa
BDI,60,392331.31892451976,Low Income Developing Countries,Sub-Sahara Africa
BDI,70,494067.4928590221,Low Income Developing Countries,Sub-Sahara Africa
BDI,80,373211.99961567146,Low Income Developing Countries,Sub-Sahara Africa
BDI,90,352615.47742639505,Low Income Developing Countries,Sub-Sahara Africa
BDI,100,245739.1268207921,Low Income Developing Countries,Sub-Sahara Africa
CPV,10,91998.99799658361,Emerging Market Economies,Sub-Sahara Africa
CPV,20,27425.420787105395,Emerging Market Economies,Sub-Sahara Africa
CPV,30,49949.59448013956,Emerging Market Economies,Sub-Sahara Africa
CPV,40,15903.459574989734,Emerging Market Economies,Sub-Sahara Africa
CPV,50,16739.72528409012,Emerging Market Economies,Sub-Sahara Africa
CPV,60,6616.465894845262,Emerging Market Economies,Sub-Sahara Africa
CPV,70,6015.847249333844,Emerging Market Economies,Sub-Sahara Africa
CPV,80,4286.336323311432,Emerging Market Economies,Sub-Sahara Africa
CPV,90,10948.27177129945,Emerging Market Economies,Sub-Sahara Africa
CPV,100,9493.316536986296,Emerging Market Economies,Sub-Sahara Africa
KHM,10,1130417.8979207587,Low Income Developing Countries,Emerging and Developing Asia
KHM,20,618942.2184336514,Low Income Developing Countries,Emerging and Developing Asia
KHM,30,260047.51747935364,Low Income Developing Countries,Emerging and Developing Asia
KHM,40,318713.4439888108,Low Income Developing Countries,Emerging and Developing Asia
KHM,50,222484.61650012052,Low Income Developing Countries,Emerging and Developing Asia
KHM,60,265615.159410151,Low Income Developing Countries,Emerging and Developing Asia
KHM,70,294236.30872703594,Low Income Developing Countries,Emerging and Developing Asia
KHM,80,580809.0566010996,Low Income Developing Countries,Emerging and Developing Asia
KHM,90,404839.9309683078,Low Income Developing Countries,Emerging and Developing Asia
KHM,100,175222.57353754374,Low Income Developing Countries,Emerging and Developing Asia
CMR,10,3121459.652122887,Low Income Developing Countries,Sub-Sahara Africa
CMR,20,1395722.685104883,Low Income Developing Countries,Sub-Sahara Africa
CMR,30,1182795.070486592,Low Income Developing Countries,Sub-Sahara Africa
CMR,40,844502.8789566574,Low Income Developing Countries,Sub-Sahara Africa
CMR,50,1261610.4122259861,Low Income Developing Countries,Sub-Sahara Africa
CMR,60,857023.4526485009,Low Income Developing Countries,Sub-Sahara Africa
CMR,70,580233.060657178,Low Income Developing Countries,Sub-Sahara Africa
CMR,80,701673.1182557541,Low Income Developing Countries,Sub-Sahara Africa
CMR,90,602804.8588971623,Low Income Developing Countries,Sub-Sahara Africa
CMR,100,368103.6492032285,Low Income Developing Countries,Sub-Sahara Africa
CAN,10,8086606.970380731,Advanced Economies,Advanced Economies
CAN,20,701971.1517700505,Advanced Economies,Advanced Economies
CAN,30,593427.2707596115,Advanced Economies,Advanced Economies
CAN,40,437591.43012694793,Advanced Economies,Advanced Economies
CAN,50,366642.2333087163,Advanced Economies,Advanced Economies
CAN,60,196417.46317148162,Advanced Economies,Advanced Economies
CAN,70,179476.7390840127,Advanced Economies,Advanced Economies
CAN,80,189550.14673564548,Advanced Economies,Advanced Economies
CAN,90,1230025.1167632334,Advanced Economies,Advanced Economies
CAN,100,4216332.169473884,Advanced Economies,Advanced Economies
CAF,10,660977.4991439679,Low Income Developing Countries,Sub-Sahara Africa
CAF,20,383028.9477860352,Low Income Developing Countries,Sub-Sahara Africa
CAF,30,327318.2914921819,Low Income Developing Countries,Sub-Sahara Africa
CAF,40,186880.38221141594,Low Income Developing Countries,Sub-Sahara Africa
CAF,50,146081.64623558338,Low Income Developing Countries,Sub-Sahara Africa
CAF,60,222656.8265209022,Low Income Developing Countries,Sub-Sahara Africa
CAF,70,117923.60031825006,Low Income Developing Countries,Sub-Sahara Africa
CAF,80,108742.61454124688,Low Income Developing Countries,Sub-Sahara Africa
CAF,90,70067.22866883287,Low Income Developing Countries,Sub-Sahara Africa
CAF,100,97826.03125939939,Low Income Developing Countries,Sub-Sahara Africa
TCD,10,1136779.586023604,Low Income Developing Countries,Sub-Sahara Africa
TCD,20,697980.391058433,Low Income Developing Countries,Sub-Sahara Africa
TCD,30,849811.0092422229,Low Income Developing Countries,Sub-Sahara Africa
TCD,40,646167.2137755335,Low Income Developing Countries,Sub-Sahara Africa
TCD,50,701452.8297224385,Low Income Developing Countries,Sub-Sahara Africa
TCD,60,799545.037884191,Low Income Developing Countries,Sub-Sahara Africa
TCD,70,625248.9581890533,Low Income Developing Countries,Sub-Sahara Africa
TCD,80,580251.3350050536,Low Income Developing Countries,Sub-Sahara Africa
TCD,90,503640.85445374675,Low Income Developing Countries,Sub-Sahara Africa
TCD,100,374811.52867412346,Low Income Developing Countries,Sub-Sahara Africa
CHL,10,2041660.552929335,Emerging Market Economies,Latin America and the Caribbean
CHL,20,301104.6129911477,Emerging Market Economies,Latin America and the Caribbean
CHL,30,421164.0714502274,Emerging Market Economies,Latin America and the Caribbean
CHL,40,337615.44605413935,Emerging Market Economies,Latin America and the Caribbean
CHL,50,283846.46384928917,Emerging Market Economies,Latin America and the Caribbean
CHL,60,179329.77639359148,Emerging Market Economies,Latin America and the Caribbean
CHL,70,420038.68431675376,Emerging Market Economies,Latin America and the Caribbean
CHL,80,457023.5886970283,Emerging Market Economies,Latin America and the Caribbean
CHL,90,74859.58661531951,Emerging Market Economies,Latin America and the Caribbean
CHL,100,89782.93039248534,Emerging Market Economies,Latin America and the Caribbean
CHN,10,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,20,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,30,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,40,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,50,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,60,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,70,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,80,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,90,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,100,9408557.51582717,Emerging Market Economies,Emerging and Developing Asia
COL,10,12518497.942201339,Emerging Market Economies,Latin America and the Caribbean
COL,20,1718202.195289655,Emerging Market Economies,Latin America and the Caribbean
COL,30,1225893.2094997335,Emerging Market Economies,Latin America and the Caribbean
COL,40,882127.5470220719,Emerging Market Economies,Latin America and the Caribbean
COL,50,956206.9564146523,Emerging Market Economies,Latin America and the Caribbean
COL,60,580743.179871909,Emerging Market Economies,Latin America and the Caribbean
COL,70,655304.5851910162,Emerging Market Economies,Latin America and the Caribbean
COL,80,508183.9583323872,Emerging Market Economies,Latin America and the Caribbean
COL,90,428375.5579642508,Emerging Market Economies,Latin America and the Caribbean
COL,100,713887.0480339143,Emerging Market Economies,Latin America and the Caribbean
COD,10,9000517.546186024,Low Income Developing Countries,Sub-Sahara Africa
COD,20,4117490.4438370233,Low Income Developing Countries,Sub-Sahara Africa
COD,30,1420834.347838667,Low Income Developing Countries,Sub-Sahara Africa
COD,40,4822463.696667169,Low Income Developing Countries,Sub-Sahara Africa
COD,50,8660984.47861299,Low Income Developing Countries,Sub-Sahara Africa
COD,60,7072702.455648279,Low Income Developing Countries,Sub-Sahara Africa
COD,70,5878748.283657539,Low Income Developing Countries,Sub-Sahara Africa
COD,80,3866922.746953096,Low Income Developing Countries,Sub-Sahara Africa
COD,90,2672655.1524969293,Low Income Developing Countries,Sub-Sahara Africa
COD,100,1524135.7139033224,Low Income Developing Countries,Sub-Sahara Africa
COG,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
COG,20,155482.21671128646,Low Income Developing Countries,Sub-Sahara Africa
COG,30,433457.3095787393,Low Income Developing Countries,Sub-Sahara Africa
COG,40,86338.22124487604,Low Income Developing Countries,Sub-Sahara Africa
COG,50,62181.10779216601,Low Income Developing Countries,Sub-Sahara Africa
COG,60,63301.04435786388,Low Income Developing Countries,Sub-Sahara Africa
COG,70,45889.133715809796,Low Income Developing Countries,Sub-Sahara Africa
COG,80,67780.16557540243,Low Income Developing Countries,Sub-Sahara Africa
COG,90,49548.67725082676,Low Income Developing Countries,Sub-Sahara Africa
COG,100,16085.596078642333,Low Income Developing Countries,Sub-Sahara Africa
CRI,10,166427.25490585508,Emerging Market Economies,Latin America and the Caribbean
CRI,20,38370.53785820385,Emerging Market Economies,Latin America and the Caribbean
CRI,30,97993.50302414194,Emerging Market Economies,Latin America and the Caribbean
CRI,40,32199.87241118173,Emerging Market Economies,Latin America and the Caribbean
CRI,50,23692.45624726615,Emerging Market Economies,Latin America and the Caribbean
CRI,60,29330.633273031963,Emerging Market Economies,Latin America and the Caribbean
CRI,70,33235.17667262098,Emerging Market Economies,Latin America and the Caribbean
CRI,80,23611.39204533936,Emerging Market Economies,Latin America and the Caribbean
CRI,90,105149.0268035218,Emerging Market Economies,Latin America and the Caribbean
CRI,100,94329.4821084864,Emerging Market Economies,Latin America and the Caribbean
CIV,10,2566107.521860209,Low Income Developing Countries,Sub-Sahara Africa
CIV,20,1086028.6026655976,Low Income Developing Countries,Sub-Sahara Africa
CIV,30,1047028.0207970557,Low Income Developing Countries,Sub-Sahara Africa
CIV,40,773882.4636323549,Low Income Developing Countries,Sub-Sahara Africa
CIV,50,913208.0158659762,Low Income Developing Countries,Sub-Sahara Africa
CIV,60,974616.270251676,Low Income Developing Countries,Sub-Sahara Africa
CIV,70,648500.80555448,Low Income Developing Countries,Sub-Sahara Africa
CIV,80,555862.0049484974,Low Income Developing Countries,Sub-Sahara Africa
CIV,90,584390.6978606468,Low Income Developing Countries,Sub-Sahara Africa
CIV,100,359762.13133454777,Low Income Developing Countries,Sub-Sahara Africa
HRV,10,845240.7940936119,Emerging Market Economies,Emerging and Developing Europe
HRV,20,204211.1816040176,Emerging Market Economies,Emerging and Developing Europe
