iso3,decile,opex,income,region
DZA,40,3398215.8861289714,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,50,5968686.15092467,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,60,4776085.833391286,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,70,4874936.113502285,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,80,4005029.856479844,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,90,3876150.089385457,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,100,6704775.762407716,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
AGO,10,50223406.09495437,Emerging Market Economies,Sub-Sahara Africa
AGO,20,7900053.114264366,Emerging Market Economies,Sub-Sahara Africa
AGO,30,6166758.942596885,Emerging Market Economies,Sub-Sahara Africa
AGO,40,4522319.502204783,Emerging Market Economies,Sub-Sahara Africa
AGO,50,3568822.923679246,Emerging Market Economies,Sub-Sahara Africa
AGO,60,2829860.3393612653,Emerging Market Economies,Sub-Sahara Africa
AGO,70,2125963.7852622657,Emerging Market Economies,Sub-Sahara Africa
AGO,80,1663137.6758109736,Emerging Market Economies,Sub-Sahara Africa
AGO,90,1250217.3679926957,Emerging Market Economies,Sub-Sahara Africa
AGO,100,1108910.8173898687,Emerging Market Economies,Sub-Sahara Africa
ARG,10,36387434.77710739,Emerging Market Economies,Latin America and the Caribbean
ARG,20,7585701.59970499,Emerging Market Economies,Latin America and the Caribbean
ARG,30,4217464.598817124,Emerging Market Economies,Latin America and the Caribbean
ARG,40,4393281.509510058,Emerging Market Economies,Latin America and the Caribbean
ARG,50,2517158.719842023,Emerging Market Economies,Latin America and the Caribbean
ARG,60,2031193.9190374627,Emerging Market Economies,Latin America and the Caribbean
ARG,70,1158051.5755124707,Emerging Market Economies,Latin America and the Caribbean
ARG,80,2635043.4126473283,Emerging Market Economies,Latin America and the Caribbean
ARG,90,1305482.1381296925,Emerging Market Economies,Latin America and the Caribbean
ARG,100,2462675.77599702,Emerging Market Economies,Latin America and the Caribbean
ARM,10,112936.90279502685,Emerging Market Economies,Caucasus and Central Asia
ARM,20,67787.54018128708,Emerging Market Economies,Caucasus and Central Asia
ARM,30,50783.49911431144,Emerging Market Economies,Caucasus and Central Asia
ARM,40,11241.352706580425,Emerging Market Economies,Caucasus and Central Asia
ARM,50,12993.00719996358,Emerging Market Economies,Caucasus and Central Asia
ARM,60,14209.67012281142,Emerging Market Economies,Caucasus and Central Asia
ARM,70,5393.542666439069,Emerging Market Economies,Caucasus and Central Asia
ARM,80,5737.3065309004005,Emerging Market Economies,Caucasus and Central Asia
ARM,90,10361.475802861372,Emerging Market Economies,Caucasus and Central Asia
ARM,100,347154.45283828344,Emerging Market Economies,Caucasus and Central Asia
AUS,10,4906979.26244012,Advanced Economies,Advanced Economies
AUS,20,1675854.7043984085,Advanced Economies,Advanced Economies
AUS,30,1955712.1057976522,Advanced Economies,Advanced Economies
AUS,40,595439.1346959568,Advanced Economies,Advanced Economies
AUS,50,297852.4804968539,Advanced Economies,Advanced Economies
AUS,60,163222.9220484158,Advanced Economies,Advanced Economies
AUS,70,572237.9345485587,Advanced Economies,Advanced Economies
AUS,80,1324850.706743783,Advanced Economies,Advanced Economies
AUS,90,3138853.1677689413,Advanced Economies,Advanced Economies
AUS,100,16690939.26638714,Advanced Economies,Advanced Economies
AUT,10,11835022.779637847,Advanced Economies,Advanced Economies
AUT,20,2162326.6552846464,Advanced Economies,Advanced Economies
AUT,30,1729543.92127937,Advanced Economies,Advanced Economies
AUT,40,1146899.0382001123,Advanced Economies,Advanced Economies
AUT,50,1238648.51928402,Advanced Economies,Advanced Economies
AUT,60,1002272.6522828637,Advanced Economies,Advanced Economies
AUT,70,780894.5444943819,Advanced Economies,Advanced Economies
AUT,80,863293.4562768658,Advanced Economies,Advanced Economies
AUT,90,729349.8299979592,Advanced Economies,Advanced Economies
AUT,100,509937.7937076633,Advanced Economies,Advanced Economies
AZE,10,7476851.729048197,Emerging Market Economies,Caucasus and Central Asia
AZE,20,2262928.503543448,Emerging Market Economies,Caucasus and Central Asia
AZE,30,2515234.1174025577,Emerging Market Economies,Caucasus and Central Asia
AZE,40,1620716.5860002707,Emerging Market Economies,Caucasus and Central Asia
AZE,50,1374096.2809796932,Emerging Market Economies,Caucasus and Central Asia
AZE,60,1541868.5518116348,Emerging Market Economies,Caucasus and Central Asia
AZE,70,1619197.9037453104,Emerging Market Economies,Caucasus and Central Asia
AZE,80,1316239.1808804406,Emerging Market Economies,Caucasus and Central Asia
AZE,90,1127643.304445883,Emerging Market Economies,Caucasus and Central Asia
AZE,100,759684.4073646336,Emerging Market Economies,Caucasus and Central Asia
BHR,10,472761.0911399704,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,20,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,30,214829.236890741,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,40,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,50,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,60,604572.1993333849,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,70,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,80,389944.90870865074,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,90,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,100,563428.2359983047,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BGD,10,113092044.86438088,Low Income Developing Countries,Emerging and Developing Asia
BGD,20,58352296.00982117,Low Income Developing Countries,Emerging and Developing Asia
BGD,30,40502797.906338885,Low Income Developing Countries,Emerging and Developing Asia
BGD,40,33592640.41846635,Low Income Developing Countries,Emerging and Developing Asia
BGD,50,35887702.80724499,Low Income Developing Countries,Emerging and Developing Asia
BGD,60,30875661.32555762,Low Income Developing Countries,Emerging and Developing Asia
BGD,70,27972418.766388595,Low Income Developing Countries,Emerging and Developing Asia
BGD,80,25319778.70430131,Low Income Developing Countries,Emerging and Developing Asia
BGD,90,20956246.939996626,Low Income Developing Countries,Emerging and Developing Asia
BGD,100,16725185.308664551,Low Income Developing Countries,Emerging and Developing Asia
BRB,10,230429.5030018005,Emerging Market Economies,Latin America and the Caribbean
BRB,20,121397.00645948511,Emerging Market Economies,Latin America and the Caribbean
BRB,30,66768.35355271681,Emerging Market Economies,Latin America and the Caribbean
BRB,40,87113.59259824162,Emerging Market Economies,Latin America and the Caribbean
BRB,50,40705.11064716464,Emerging Market Economies,Latin America and the Caribbean
BRB,60,51479.992877296456,Emerging Market Economies,Latin America and the Caribbean
BRB,70,23803.334599899033,Emerging Market Economies,Latin America and the Caribbean
BRB,80,21856.45692429001,Emerging Market Economies,Latin America and the Caribbean
BRB,90,22480.92712212687,Emerging Market Economies,Latin America and the Caribbean
BRB,100,24245.95859039298,Emerging Market Economies,Latin America and the Caribbean
BLR,10,12009704.6848648,Emerging Market Economies,Emerging and Developing Europe
BLR,20,2892777.764472795,Emerging Market Economies,Emerging and Developing Europe
BLR,30,1398396.9296893214,Emerging Market Economies,Emerging and Developing Europe
BLR,40,925251.109192779,Emerging Market Economies,Emerging and Developing Europe
BLR,50,822959.803096366,Emerging Market Economies,Emerging and Developing Europe
BLR,60,658821.2196285982,Emerging Market Economies,Emerging and Developing Europe
BLR,70,469712.29199696606,Emerging Market Economies,Emerging and Developing Europe
BLR,80,493955.92648893775,Emerging Market Economies,Emerging and Developing Europe
BLR,90,435536.0060988219,Emerging Market Economies,Emerging and Developing Europe
BLR,100,407532.7605276004,Emerging Market Economies,Emerging and Developing Europe
BEL,10,0.0,Advanced Economies,Advanced Economies
BEL,20,0.0,Advanced Economies,Advanced Economies
BEL,30,0.0,Advanced Economies,Advanced Economies
BEL,40,0.0,Advanced Economies,Advanced Economies
BEL,50,0.0,Advanced Economies,Advanced Economies
BEL,60,0.0,Advanced Economies,Advanced Economies
BEL,70,0.0,Advanced Economies,Advanced Economies
BEL,80,0.0,Advanced Economies,Advanced Economies
BEL,90,0.0,Advanced Economies,Advanced Economies
BEL,100,758764.5461811308,Advanced Economies,Advanced Economies
BLZ,10,287597.79814439645,Emerging Market Economies,Latin America and the Caribbean
BLZ,20,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,30,119809.17403254574,Emerging Market Economies,Latin America and the Caribbean
BLZ,40,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,50,103936.10191414949,Emerging Market Economies,Latin America and the Caribbean
BLZ,60,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,70,224936.76230135295,Emerging Market Economies,Latin America and the Caribbean
BLZ,80,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,90,103237.89746000167,Emerging Market Economies,Latin America and the Caribbean
BLZ,100,82289.42175407638,Emerging Market Economies,Latin America and the Caribbean
BEN,10,9307103.828560527,Low Income Developing Countries,Sub-Sahara Africa
BEN,20,3192741.269884458,Low Income Developing Countries,Sub-Sahara Africa
BEN,30,2395615.4824993075,Low Income Developing Countries,Sub-Sahara Africa
BEN,40,2365502.866752858,Low Income Developing Countries,Sub-Sahara Africa
BEN,50,2063076.5502186727,Low Income Developing Countries,Sub-Sahara Africa
BEN,60,1636884.1921275207,Low Income Developing Countries,Sub-Sahara Africa
BEN,70,3053132.854528173,Low Income Developing Countries,Sub-Sahara Africa
BEN,80,3157165.2027136753,Low Income Developing Countries,Sub-Sahara Africa
BEN,90,2869529.7690886185,Low Income Developing Countries,Sub-Sahara Africa
BEN,100,2466131.69430722,Low Income Developing Countries,Sub-Sahara Africa
BTN,10,517417.4456032767,Low Income Developing Countries,Emerging and Developing Asia
BTN,20,191186.05047104158,Low Income Developing Countries,Emerging and Developing Asia
BTN,30,202391.2801177728,Low Income Developing Countries,Emerging and Developing Asia
BTN,40,142924.0776488301,Low Income Developing Countries,Emerging and Developing Asia
BTN,50,115283.02289862132,Low Income Developing Countries,Emerging and Developing Asia
BTN,60,135257.0845798993,Low Income Developing Countries,Emerging and Developing Asia
BTN,70,129232.15366898899,Low Income Developing Countries,Emerging and Developing Asia
BTN,80,109499.11062495392,Low Income Developing Countries,Emerging and Developing Asia
BTN,90,118352.51946698657,Low Income Developing Countries,Emerging and Developing Asia
BTN,100,62868.47472020577,Low Income Developing Countries,Emerging and Developing Asia
BOL,10,9135078.263134537,Emerging Market Economies,Latin America and the Caribbean
BOL,20,991593.0105904145,Emerging Market Economies,Latin America and the Caribbean
BOL,30,968523.8076458555,Emerging Market Economies,Latin America and the Caribbean
BOL,40,1124291.0349903705,Emerging Market Economies,Latin America and the Caribbean
BOL,50,1331319.9695486242,Emerging Market Economies,Latin America and the Caribbean
BOL,60,1643878.79827881,Emerging Market Economies,Latin America and the Caribbean
BOL,70,1035959.9688296267,Emerging Market Economies,Latin America and the Caribbean
BOL,80,973082.4342957573,Emerging Market Economies,Latin America and the Caribbean
BOL,90,792172.0036057242,Emerging Market Economies,Latin America and the Caribbean
BOL,100,1476570.0952589547,Emerging Market Economies,Latin America and the Caribbean
BIH,10,1238473.4972712172,Emerging Market Economies,Emerging and Developing Europe
BIH,20,1051685.8719319976,Emerging Market Economies,Emerging and Developing Europe
BIH,30,1116294.3122711242,Emerging Market Economies,Emerging and Developing Europe
BIH,40,560428.5102123268,Emerging Market Economies,Emerging and Developing Europe
BIH,50,567487.2922842413,Emerging Market Economies,Emerging and Developing Europe
BIH,60,850647.7680234644,Emerging Market Economies,Emerging and Developing Europe
BIH,70,1169556.5256462572,Emerging Market Economies,Emerging and Developing Europe
BIH,80,542065.6203018952,Emerging Market Economies,Emerging and Developing Europe
BIH,90,340465.2805892276,Emerging Market Economies,Emerging and Developing Europe
BIH,100,226513.08127233916,Emerging Market Economies,Emerging and Developing Europe
BWA,10,210635.6026195423,Emerging Market Economies,Sub-Sahara Africa
BWA,20,493532.9990515254,Emerging Market Economies,Sub-Sahara Africa
BWA,30,434804.9898006412,Emerging Market Economies,Sub-Sahara Africa
BWA,40,312088.7778567184,Emerging Market Economies,Sub-Sahara Africa
BWA,50,231375.56663793162,Emerging Market Economies,Sub-Sahara Africa
BWA,60,207460.85841944296,Emerging Market Economies,Sub-Sahara Africa
BWA,70,850757.4840421093,Emerging Market Economies,Sub-Sahara Africa
BWA,80,448971.89804008085,Emerging Market Economies,Sub-Sahara Africa
BWA,90,457221.1336729912,Emerging Market Economies,Sub-Sahara Africa
BWA,100,480890.0577962404,Emerging Market Economies,Sub-Sahara Africa
BRA,10,167488003.06864214,Emerging Market Economies,Latin America and the Caribbean
BRA,20,39847388.00382667,Emerging Market Economies,Latin America and the Caribbean
BRA,30,22231245.859458733,Emerging Market Economies,Latin America and the Caribbean
BRA,40,16103544.064280584,Emerging Market Economies,Latin America and the Caribbean
BRA,50,13035782.323725516,Emerging Market Economies,Latin America and the Caribbean
BRA,60,18192179.785400003,Emerging Market Economies,Latin America and the Caribbean
BRA,70,15116434.436407119,Emerging Market Economies,Latin America and the Caribbean
BRA,80,13119179.570799956,Emerging Market Economies,Latin America and the Caribbean
BRA,90,12987391.844729822,Emerging Market Economies,Latin America and the Caribbean
BRA,100,15169704.316134224,Emerging Market Economies,Latin America and the Caribbean
BRN,10,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,20,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,30,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,40,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,50,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,60,46633.989319453016,Emerging Market Economies,Emerging and Developing Asia
BRN,70,22792.297303873638,Emerging Market Economies,Emerging and Developing Asia
BRN,80,11912.234998528698,Emerging Market Economies,Emerging and Developing Asia
BRN,90,6832.084527890113,Emerging Market Economies,Emerging and Developing Asia
BRN,100,6987.589060906028,Emerging Market Economies,Emerging and Developing Asia
BGR,10,8403277.211840827,Emerging Market Economies,Emerging and Developing Europe
BGR,20,1977952.0905401327,Emerging Market Economies,Emerging and Developing Europe
BGR,30,1565750.6946130279,Emerging Market Economies,Emerging and Developing Europe
BGR,40,931202.1531368489,Emerging Market Economies,Emerging and Developing Europe
BGR,50,805928.0320844678,Emerging Market Economies,Emerging and Developing Europe
BGR,60,715466.4036180442,Emerging Market Economies,Emerging and Developing Europe
BGR,70,511873.86742042965,Emerging Market Economies,Emerging and Developing Europe
BGR,80,417168.0123333936,Emerging Market Economies,Emerging and Developing Europe
BGR,90,342314.53057887923,Emerging Market Economies,Emerging and Developing Europe
BGR,100,217089.5975945427,Emerging Market Economies,Emerging and Developing Europe
BFA,10,14098610.488567911,Low Income Developing Countries,Sub-Sahara Africa
BFA,20,3402161.4289017636,Low Income Developing Countries,Sub-Sahara Africa
BFA,30,5642487.8983826,Low Income Developing Countries,Sub-Sahara Africa
BFA,40,3412453.049222278,Low Income Developing Countries,Sub-Sahara Africa
BFA,50,3434586.088102698,Low Income Developing Countries,Sub-Sahara Africa
BFA,60,4545241.796559572,Low Income Developing Countries,Sub-Sahara Africa
BFA,70,3233528.854938802,Low Income Developing Countries,Sub-Sahara Africa
BFA,80,3951721.709377165,Low Income Developing Countries,Sub-Sahara Africa
BFA,90,3260134.093635009,Low Income Developing Countries,Sub-Sahara Africa
BFA,100,3377195.332204623,Low Income Developing Countries,Sub-Sahara Africa
BDI,10,3793656.4518589117,Low Income Developing Countries,Sub-Sahara Africa
BDI,20,5045719.1985218115,Low Income Developing Countries,Sub-Sahara Africa
BDI,30,2461661.5198728917,Low Income Developing Countries,Sub-Sahara Africa
BDI,40,2977459.122926425,Low Income Developing Countries,Sub-Sahara Africa
BDI,50,3086539.534981805,Low Income Developing Countries,Sub-Sahara Africa
BDI,60,2148277.3957904424,Low Income Developing Countries,Sub-Sahara Africa
BDI,70,2705351.2572318846,Low Income Developing Countries,Sub-Sahara Africa
BDI,80,2043586.2852089785,Low Income Developing Countries,Sub-Sahara Africa
BDI,90,1930806.4970125856,Low Income Developing Countries,Sub-Sahara Africa
BDI,100,1345586.7170062808,Low Income Developing Countries,Sub-Sahara Africa
CPV,10,503756.2853080675,Emerging Market Economies,Sub-Sahara Africa
CPV,20,150172.5931758074,Emerging Market Economies,Sub-Sahara Africa
CPV,30,273507.5676464853,Emerging Market Economies,Sub-Sahara Africa
CPV,40,87082.11930027055,Emerging Market Economies,Sub-Sahara Africa
CPV,50,91661.2355550212,Emerging Market Economies,Sub-Sahara Africa
CPV,60,36229.5932959894,Emerging Market Economies,Sub-Sahara Africa
CPV,70,32940.802935894055,Emerging Market Economies,Sub-Sahara Africa
CPV,80,23470.5693630771,Emerging Market Economies,Sub-Sahara Africa
CPV,90,59949.138992337685,Emerging Market Economies,Sub-Sahara Africa
CPV,100,51982.28217771954,Emerging Market Economies,Sub-Sahara Africa
KHM,10,6189796.992391833,Low Income Developing Countries,Emerging and Developing Asia
KHM,20,3389124.2249187245,Low Income Developing Countries,Emerging and Developing Asia
KHM,30,1423934.76300523,Low Income Developing Countries,Emerging and Developing Asia
KHM,40,1745170.1009559508,Low Income Developing Countries,Emerging and Developing Asia
KHM,50,1218252.6591262736,Low Income Developing Countries,Emerging and Developing Asia
KHM,60,1454421.3408817423,Low Income Developing Countries,Emerging and Developing Asia
KHM,70,1611141.3506111621,Low Income Developing Countries,Emerging and Developing Asia
KHM,80,3180319.559975188,Low Income Developing Countries,Emerging and Developing Asia
KHM,90,2216770.4454405312,Low Income Developing Countries,Emerging and Developing Asia
KHM,100,959461.2405525395,Low Income Developing Countries,Emerging and Developing Asia
CMR,10,17092087.45024409,Low Income Developing Countries,Sub-Sahara Africa
CMR,20,7642518.836941544,Low Income Developing Countries,Sub-Sahara Africa
CMR,30,6476597.180016524,Low Income Developing Countries,Sub-Sahara Africa
CMR,40,4624220.290431559,Low Income Developing Countries,Sub-Sahara Africa
CMR,50,6908164.095358338,Low Income Developing Countries,Sub-Sahara Africa
CMR,60,4692778.838136211,Low Income Developing Countries,Sub-Sahara Africa
CMR,70,3177165.595438822,Low Income Developing Countries,Sub-Sahara Africa
CMR,80,3842131.449803108,Low Income Developing Countries,Sub-Sahara Africa
CMR,90,3300761.346280803,Low Income Developing Countries,Sub-Sahara Africa
CMR,100,2015614.636779506,Low Income Developing Countries,Sub-Sahara Africa
CAN,10,44279602.78759339,Advanced Economies,Advanced Economies
CAN,20,3843763.3834037855,Advanced Economies,Advanced Economies
CAN,30,3249412.7547940016,Advanced Economies,Advanced Economies
CAN,40,2396106.8938118443,Advanced Economies,Advanced Economies
CAN,50,2007612.4035123892,Advanced Economies,Advanced Economies
CAN,60,1075517.492272841,Advanced Economies,Advanced Economies
CAN,70,982755.6533118432,Advanced Economies,Advanced Economies
CAN,80,1037914.3238352856,Advanced Economies,Advanced Economies
CAN,90,6735213.395251093,Advanced Economies,Advanced Economies
CAN,100,23087249.617631096,Advanced Economies,Advanced Economies
CAF,10,3619295.610734223,Low Income Developing Countries,Sub-Sahara Africa
CAF,20,2097340.6678767977,Low Income Developing Countries,Sub-Sahara Africa
CAF,30,1792287.4186261022,Low Income Developing Countries,Sub-Sahara Africa
CAF,40,1023295.5704938299,Low Income Developing Countries,Sub-Sahara Africa
CAF,50,799895.0973580981,Low Income Developing Countries,Sub-Sahara Africa
CAF,60,1219195.6246177566,Low Income Developing Countries,Sub-Sahara Africa
CAF,70,645710.8896846995,Low Income Developing Countries,Sub-Sahara Africa
CAF,80,595438.8281274523,Low Income Developing Countries,Sub-Sahara Africa
CAF,90,383665.1224978877,Low Income Developing Countries,Sub-Sahara Africa
CAF,100,535663.2048916006,Low Income Developing Countries,Sub-Sahara Africa
TCD,10,6224631.5062100915,Low Income Developing Countries,Sub-Sahara Africa
TCD,20,3821911.2889743173,Low Income Developing Countries,Sub-Sahara Africa
TCD,30,4653285.867805423,Low Income Developing Countries,Sub-Sahara Africa
TCD,40,3538199.3542094287,Low Income Developing Countries,Sub-Sahara Africa
TCD,50,3840925.2221739423,Low Income Developing Countries,Sub-Sahara Africa
TCD,60,4378045.924326212,Low Income Developing Countries,Sub-Sahara Africa
TCD,70,3423657.859640528,Low Income Developing Countries,Sub-Sahara Africa
TCD,80,3177265.659763464,Low Income Developing Countries,Sub-Sahara Africa
TCD,90,2757771.8398457137,Low Income Developing Countries,Sub-Sahara Africa
TCD,100,2052344.7807825715,Low Income Developing Countries,Sub-Sahara Africa
CHL,10,11179462.36807808,Emerging Market Economies,Latin America and the Caribbean
CHL,20,1648749.9280717883,Emerging Market Economies,Latin America and the Caribbean
CHL,30,2306156.075165806,Emerging Market Economies,Latin America and the Caribbean
CHL,40,1848671.2537149077,Emerging Market Economies,Latin America and the Caribbean
CHL,50,1554249.9738079594,Emerging Market Economies,Latin America and the Caribbean
CHL,60,981950.9339060057,Emerging Market Economies,Latin America and the Caribbean
CHL,70,2299993.824986589,Emerging Market Economies,Latin America and the Caribbean
CHL,80,2502511.009399544,Emerging Market Economies,Latin America and the Caribbean
CHL,90,409906.50000809017,Emerging Market Economies,Latin America and the Caribbean
CHL,100,491621.82723197463,Emerging Market Economies,Latin America and the Caribbean
CHN,10,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,20,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,30,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,40,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,50,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,60,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,70,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,80,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,90,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,100,51518169.62676485,Emerging Market Economies,Emerging and Developing Asia
COL,10,68547181.5816322,Emerging Market Economies,Latin America and the Caribbean
COL,20,9408310.678986153,Emerging Market Economies,Latin America and the Caribbean
COL,30,6712588.428679442,Emerging Market Economies,Latin America and the Caribbean
COL,40,4830240.610579895,Emerging Market Economies,Latin America and the Caribbean
COL,50,5235875.1164557915,Emerging Market Economies,Latin America and the Caribbean
COL,60,3179958.8406509785,Emerging Market Economies,Latin America and the Caribbean
COL,70,3588232.5978531768,Emerging Market Economies,Latin America and the Caribbean
COL,80,2782648.383976744,Emerging Market Economies,Latin America and the Caribbean
COL,90,2345643.8058690093,Emerging Market Economies,Latin America and the Caribbean
COL,100,3909010.9161891234,Emerging Market Economies,Latin America and the Caribbean
COD,10,49283876.82097501,Low Income Developing Countries,Sub-Sahara Africa
COD,20,22546024.80405092,Low Income Developing Countries,Sub-Sahara Africa
COD,30,7780022.051239049,Low Income Developing Countries,Sub-Sahara Africa
COD,40,26406226.706472155,Low Income Developing Countries,Sub-Sahara Africa
COD,50,47424705.301887415,Low Income Developing Countries,Sub-Sahara Africa
COD,60,38727794.79923176,Low Income Developing Countries,Sub-Sahara Africa
COD,70,32190094.04587725,Low Income Developing Countries,Sub-Sahara Africa
COD,80,21173998.42388173,Low Income Developing Countries,Sub-Sahara Africa
COD,90,14634581.472086435,Low Income Developing Countries,Sub-Sahara Africa
COD,100,8345666.390516657,Low Income Developing Countries,Sub-Sahara Africa
COG,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
COG,20,851369.5325774114,Low Income Developing Countries,Sub-Sahara Africa
COG,30,2373469.808020338,Low Income Developing Countries,Sub-Sahara Africa
COG,40,472759.7317531649,Low Income Developing Countries,Sub-Sahara Africa
COG,50,340483.31568660453,Low Income Developing Countries,Sub-Sahara Africa
COG,60,346615.7203475508,Low Income Developing Countries,Sub-Sahara Africa
COG,70,251273.81862941582,Low Income Developing Countries,Sub-Sahara Africa
COG,80,371141.9164488992,Low Income Developing Countries,Sub-Sahara Africa
COG,90,271312.27662644483,Low Income Developing Countries,Sub-Sahara Africa
COG,100,88079.4389504524,Low Income Developing Countries,Sub-Sahara Africa
CRI,10,911300.9655660135,Emerging Market Economies,Latin America and the Caribbean
CRI,20,210104.4580663709,Emerging Market Economies,Latin America and the Caribbean
CRI,30,536580.2252498423,Emerging Market Economies,Latin America and the Caribbean
CRI,40,176315.92154789556,Emerging Market Economies,Latin America and the Caribbean
CRI,50,129732.10588000019,Emerging Market Economies,Latin America and the Caribbean
CRI,60,160604.91076114195,Emerging Market Economies,Latin America and the Caribbean
CRI,70,181984.90751799944,Emerging Market Economies,Latin America and the Caribbean
CRI,80,129288.22494517066,Emerging Market Economies,Latin America and the Caribbean
CRI,90,575761.5224055765,Emerging Market Economies,Latin America and the Caribbean
CRI,100,516517.2505875503,Emerging Market Economies,Latin America and the Caribbean
CIV,10,14051161.654623602,Low Income Developing Countries,Sub-Sahara Africa
CIV,20,5946735.796377359,Low Income Developing Countries,Sub-Sahara Africa
CIV,30,5733181.424321269,Low Income Developing Countries,Sub-Sahara Africa
CIV,40,4237526.0995665165,Low Income Developing Countries,Sub-Sahara Africa
CIV,50,5000427.04599107,Low Income Developing Countries,Sub-Sahara Africa
CIV,60,5336678.470357036,Low Income Developing Countries,Sub-Sahara Africa
CIV,70,3550977.3360525696,Low Income Developing Countries,Sub-Sahara Africa
CIV,80,3043717.701872668,Low Income Developing Countries,Sub-Sahara Africa
CIV,90,3199931.4507077667,Low Income Developing Countries,Sub-Sahara Africa
CIV,100,1969939.2256678161,Low Income Developing Countries,Sub-Sahara Africa
HRV,10,4628260.87126787,Emerging Market Economies,Emerging and Developing Europe
