iso3,decile,opex,income,region
AGO,60,1886573.5595741768,Emerging Market Economies,Sub-Sahara Africa
AGO,70,1417309.1901748439,Emerging Market Economies,Sub-Sahara Africa
AGO,80,2217516.9010812985,Emerging Market Economies,Sub-Sahara Africa
AGO,90,1666956.4906569275,Emerging Market Economies,Sub-Sahara Africa
AGO,100,2217821.634779737,Emerging Market Economies,Sub-Sahara Africa
ARG,10,24258289.851404928,Emerging Market Economies,Latin America and the Caribbean
ARG,20,5057134.399803326,Emerging Market Economies,Latin America and the Caribbean
ARG,30,2811643.0658780825,Emerging Market Economies,Latin America and the Caribbean
ARG,40,2928854.339673372,Emerging Market Economies,Latin America and the Caribbean
ARG,50,1678105.8132280158,Emerging Market Economies,Latin America and the Caribbean
ARG,60,1354129.2793583085,Emerging Market Economies,Latin America and the Caribbean
ARG,70,1544068.7673499612,Emerging Market Economies,Latin America and the Caribbean
ARG,80,3513391.2168631046,Emerging Market Economies,Latin America and the Caribbean
ARG,90,2610964.276259385,Emerging Market Economies,Latin America and the Caribbean
ARG,100,4925351.55199404,Emerging Market Economies,Latin America and the Caribbean
ARM,10,75291.2685300179,Emerging Market Economies,Caucasus and Central Asia
ARM,20,45191.69345419138,Emerging Market Economies,Caucasus and Central Asia
ARM,30,33855.66607620762,Emerging Market Economies,Caucasus and Central Asia
ARM,40,7494.235137720283,Emerging Market Economies,Caucasus and Central Asia
ARM,50,8662.00479997572,Emerging Market Economies,Caucasus and Central Asia
ARM,60,9473.113415207614,Emerging Market Economies,Caucasus and Central Asia
ARM,70,3595.6951109593797,Emerging Market Economies,Caucasus and Central Asia
ARM,80,3824.871020600266,Emerging Market Economies,Caucasus and Central Asia
ARM,90,6907.650535240916,Emerging Market Economies,Caucasus and Central Asia
ARM,100,231436.30189218896,Emerging Market Economies,Caucasus and Central Asia
AUS,10,3271319.5082934126,Advanced Economies,Advanced Economies
AUS,20,1117236.4695989392,Advanced Economies,Advanced Economies
AUS,30,1303808.070531768,Advanced Economies,Advanced Economies
AUS,40,396959.4231306378,Advanced Economies,Advanced Economies
AUS,50,397136.6406624719,Advanced Economies,Advanced Economies
AUS,60,217630.56273122109,Advanced Economies,Advanced Economies
AUS,70,1144475.8690971173,Advanced Economies,Advanced Economies
AUS,80,2649701.413487566,Advanced Economies,Advanced Economies
AUS,90,6277706.3355378825,Advanced Economies,Advanced Economies
AUS,100,33381878.53277428,Advanced Economies,Advanced Economies
AUT,10,7890015.18642523,Advanced Economies,Advanced Economies
AUT,20,1441551.1035230977,Advanced Economies,Advanced Economies
AUT,30,1153029.2808529134,Advanced Economies,Advanced Economies
AUT,40,764599.3588000749,Advanced Economies,Advanced Economies
AUT,50,825765.6795226801,Advanced Economies,Advanced Economies
AUT,60,668181.7681885761,Advanced Economies,Advanced Economies
AUT,70,520596.36299625464,Advanced Economies,Advanced Economies
AUT,80,575528.9708512438,Advanced Economies,Advanced Economies
AUT,90,486233.21999863954,Advanced Economies,Advanced Economies
AUT,100,339958.5291384422,Advanced Economies,Advanced Economies
AZE,10,4984567.819365465,Emerging Market Economies,Caucasus and Central Asia
AZE,20,1508619.002362299,Emerging Market Economies,Caucasus and Central Asia
AZE,30,1676822.7449350385,Emerging Market Economies,Caucasus and Central Asia
AZE,40,1080477.7240001804,Emerging Market Economies,Caucasus and Central Asia
AZE,50,916064.1873197957,Emerging Market Economies,Caucasus and Central Asia
AZE,60,1027912.3678744233,Emerging Market Economies,Caucasus and Central Asia
AZE,70,1079465.26916354,Emerging Market Economies,Caucasus and Central Asia
AZE,80,877492.7872536271,Emerging Market Economies,Caucasus and Central Asia
AZE,90,751762.202963922,Emerging Market Economies,Caucasus and Central Asia
AZE,100,506456.27157642244,Emerging Market Economies,Caucasus and Central Asia
BHR,10,315174.06075998023,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,20,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,30,143219.491260494,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,40,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,50,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,60,403048.1328889232,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,70,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,80,259963.2724724338,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,90,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,100,375618.8239988698,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BGD,10,75394696.57625394,Low Income Developing Countries,Emerging and Developing Asia
BGD,20,38901530.673214115,Low Income Developing Countries,Emerging and Developing Asia
BGD,30,27001865.27089259,Low Income Developing Countries,Emerging and Developing Asia
BGD,40,22395093.6123109,Low Income Developing Countries,Emerging and Developing Asia
BGD,50,23925135.20482999,Low Income Developing Countries,Emerging and Developing Asia
BGD,60,20583774.217038415,Low Income Developing Countries,Emerging and Developing Asia
BGD,70,18648279.177592397,Low Income Developing Countries,Emerging and Developing Asia
BGD,80,16879852.469534207,Low Income Developing Countries,Emerging and Developing Asia
BGD,90,13970831.293331085,Low Income Developing Countries,Emerging and Developing Asia
BGD,100,11150123.5391097,Low Income Developing Countries,Emerging and Developing Asia
BRB,10,153619.66866786702,Emerging Market Economies,Latin America and the Caribbean
BRB,20,80931.33763965673,Emerging Market Economies,Latin America and the Caribbean
BRB,30,44512.23570181121,Emerging Market Economies,Latin America and the Caribbean
BRB,40,58075.728398827756,Emerging Market Economies,Latin America and the Caribbean
BRB,50,27136.740431443097,Emerging Market Economies,Latin America and the Caribbean
BRB,60,34319.99525153097,Emerging Market Economies,Latin America and the Caribbean
BRB,70,15868.889733266022,Emerging Market Economies,Latin America and the Caribbean
BRB,80,14570.971282860006,Emerging Market Economies,Latin America and the Caribbean
BRB,90,14987.284748084574,Emerging Market Economies,Latin America and the Caribbean
BRB,100,16163.972393595319,Emerging Market Economies,Latin America and the Caribbean
BLR,10,8006469.789909867,Emerging Market Economies,Emerging and Developing Europe
BLR,20,1928518.5096485298,Emerging Market Economies,Emerging and Developing Europe
BLR,30,932264.619792881,Emerging Market Economies,Emerging and Developing Europe
BLR,40,616834.072795186,Emerging Market Economies,Emerging and Developing Europe
BLR,50,548639.8687309106,Emerging Market Economies,Emerging and Developing Europe
BLR,60,439214.14641906536,Emerging Market Economies,Emerging and Developing Europe
BLR,70,313141.5279979774,Emerging Market Economies,Emerging and Developing Europe
BLR,80,329303.95099262515,Emerging Market Economies,Emerging and Developing Europe
BLR,90,290357.3373992146,Emerging Market Economies,Emerging and Developing Europe
BLR,100,271688.5070184003,Emerging Market Economies,Emerging and Developing Europe
BEL,10,0.0,Advanced Economies,Advanced Economies
BEL,20,0.0,Advanced Economies,Advanced Economies
BEL,30,0.0,Advanced Economies,Advanced Economies
BEL,40,0.0,Advanced Economies,Advanced Economies
BEL,50,0.0,Advanced Economies,Advanced Economies
BEL,60,0.0,Advanced Economies,Advanced Economies
BEL,70,0.0,Advanced Economies,Advanced Economies
BEL,80,0.0,Advanced Economies,Advanced Economies
BEL,90,0.0,Advanced Economies,Advanced Economies
BEL,100,505843.0307874206,Advanced Economies,Advanced Economies
BLZ,10,191731.86542959762,Emerging Market Economies,Latin America and the Caribbean
BLZ,20,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,30,79872.78268836383,Emerging Market Economies,Latin America and the Caribbean
BLZ,40,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,50,69290.73460943298,Emerging Market Economies,Latin America and the Caribbean
BLZ,60,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,70,149957.84153423534,Emerging Market Economies,Latin America and the Caribbean
BLZ,80,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,90,68825.26497333443,Emerging Market Economies,Latin America and the Caribbean
BLZ,100,54859.61450271758,Emerging Market Economies,Latin America and the Caribbean
BEN,10,6204735.885707018,Low Income Developing Countries,Sub-Sahara Africa
BEN,20,2128494.1799229723,Low Income Developing Countries,Sub-Sahara Africa
BEN,30,1597076.9883328716,Low Income Developing Countries,Sub-Sahara Africa
BEN,40,1577001.9111685718,Low Income Developing Countries,Sub-Sahara Africa
BEN,50,1375384.3668124485,Low Income Developing Countries,Sub-Sahara Africa
BEN,60,1091256.128085014,Low Income Developing Countries,Sub-Sahara Africa
BEN,70,2035421.9030187817,Low Income Developing Countries,Sub-Sahara Africa
BEN,80,2104776.801809117,Low Income Developing Countries,Sub-Sahara Africa
BEN,90,1913019.846059079,Low Income Developing Countries,Sub-Sahara Africa
BEN,100,1644087.7962048135,Low Income Developing Countries,Sub-Sahara Africa
BTN,10,344944.9637355178,Low Income Developing Countries,Emerging and Developing Asia
BTN,20,127457.36698069441,Low Income Developing Countries,Emerging and Developing Asia
BTN,30,134927.52007851523,Low Income Developing Countries,Emerging and Developing Asia
BTN,40,95282.71843255342,Low Income Developing Countries,Emerging and Developing Asia
BTN,50,76855.34859908088,Low Income Developing Countries,Emerging and Developing Asia
BTN,60,90171.38971993286,Low Income Developing Countries,Emerging and Developing Asia
BTN,70,86154.76911265931,Low Income Developing Countries,Emerging and Developing Asia
BTN,80,72999.40708330262,Low Income Developing Countries,Emerging and Developing Asia
BTN,90,78901.6796446577,Low Income Developing Countries,Emerging and Developing Asia
BTN,100,83824.63296027436,Low Income Developing Countries,Emerging and Developing Asia
BOL,10,6090052.175423025,Emerging Market Economies,Latin America and the Caribbean
BOL,20,661062.0070602763,Emerging Market Economies,Latin America and the Caribbean
BOL,30,645682.5384305704,Emerging Market Economies,Latin America and the Caribbean
BOL,40,749527.356660247,Emerging Market Economies,Latin America and the Caribbean
BOL,50,887546.6463657496,Emerging Market Economies,Latin America and the Caribbean
BOL,60,1095919.19885254,Emerging Market Economies,Latin America and the Caribbean
BOL,70,1381279.9584395022,Emerging Market Economies,Latin America and the Caribbean
BOL,80,1297443.2457276764,Emerging Market Economies,Latin America and the Caribbean
BOL,90,1056229.3381409657,Emerging Market Economies,Latin America and the Caribbean
BOL,100,2953140.19051791,Emerging Market Economies,Latin America and the Caribbean
BIH,10,825648.9981808115,Emerging Market Economies,Emerging and Developing Europe
BIH,20,701123.9146213318,Emerging Market Economies,Emerging and Developing Europe
BIH,30,744196.2081807494,Emerging Market Economies,Emerging and Developing Europe
BIH,40,373619.00680821785,Emerging Market Economies,Emerging and Developing Europe
BIH,50,378324.8615228274,Emerging Market Economies,Emerging and Developing Europe
BIH,60,567098.512015643,Emerging Market Economies,Emerging and Developing Europe
BIH,70,779704.3504308382,Emerging Market Economies,Emerging and Developing Europe
BIH,80,361377.0802012634,Emerging Market Economies,Emerging and Developing Europe
BIH,90,226976.85372615175,Emerging Market Economies,Emerging and Developing Europe
BIH,100,151008.7208482261,Emerging Market Economies,Emerging and Developing Europe
BWA,10,140423.73507969486,Emerging Market Economies,Sub-Sahara Africa
BWA,20,329021.99936768366,Emerging Market Economies,Sub-Sahara Africa
BWA,30,289869.99320042745,Emerging Market Economies,Sub-Sahara Africa
BWA,40,208059.1852378123,Emerging Market Economies,Sub-Sahara Africa
BWA,50,154250.37775862106,Emerging Market Economies,Sub-Sahara Africa
BWA,60,138307.2389462953,Emerging Market Economies,Sub-Sahara Africa
BWA,70,1134343.3120561459,Emerging Market Economies,Sub-Sahara Africa
BWA,80,598629.1973867745,Emerging Market Economies,Sub-Sahara Africa
BWA,90,914442.2673459824,Emerging Market Economies,Sub-Sahara Africa
BWA,100,961780.1155924808,Emerging Market Economies,Sub-Sahara Africa
BRA,10,111658668.7124281,Emerging Market Economies,Latin America and the Caribbean
BRA,20,26564925.33588445,Emerging Market Economies,Latin America and the Caribbean
BRA,30,14820830.57297249,Emerging Market Economies,Latin America and the Caribbean
BRA,40,10735696.042853722,Emerging Market Economies,Latin America and the Caribbean
BRA,50,8690521.549150346,Emerging Market Economies,Latin America and the Caribbean
BRA,60,12128119.856933339,Emerging Market Economies,Latin America and the Caribbean
BRA,70,10077622.957604747,Emerging Market Economies,Latin America and the Caribbean
BRA,80,8746119.713866638,Emerging Market Economies,Latin America and the Caribbean
BRA,90,17316522.459639765,Emerging Market Economies,Latin America and the Caribbean
BRA,100,30339408.632268447,Emerging Market Economies,Latin America and the Caribbean
BRN,10,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,20,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,30,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,40,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,50,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,60,31089.32621296868,Emerging Market Economies,Emerging and Developing Asia
BRN,70,15194.864869249091,Emerging Market Economies,Emerging and Developing Asia
BRN,80,7941.489999019131,Emerging Market Economies,Emerging and Developing Asia
BRN,90,9109.446037186819,Emerging Market Economies,Emerging and Developing Asia
BRN,100,13975.178121812056,Emerging Market Economies,Emerging and Developing Asia
BGR,10,5602184.807893883,Emerging Market Economies,Emerging and Developing Europe
BGR,20,1318634.727026755,Emerging Market Economies,Emerging and Developing Europe
BGR,30,1043833.7964086852,Emerging Market Economies,Emerging and Developing Europe
BGR,40,620801.4354245659,Emerging Market Economies,Emerging and Developing Europe
BGR,50,537285.3547229784,Emerging Market Economies,Emerging and Developing Europe
BGR,60,476977.6024120295,Emerging Market Economies,Emerging and Developing Europe
BGR,70,341249.24494695297,Emerging Market Economies,Emerging and Developing Europe
BGR,80,278112.00822226243,Emerging Market Economies,Emerging and Developing Europe
BGR,90,228209.68705258612,Emerging Market Economies,Emerging and Developing Europe
BGR,100,144726.3983963618,Emerging Market Economies,Emerging and Developing Europe
BFA,10,9399073.659045275,Low Income Developing Countries,Sub-Sahara Africa
BFA,20,2268107.6192678427,Low Income Developing Countries,Sub-Sahara Africa
BFA,30,3761658.5989217334,Low Income Developing Countries,Sub-Sahara Africa
BFA,40,2274968.6994815185,Low Income Developing Countries,Sub-Sahara Africa
BFA,50,2289724.0587351318,Low Income Developing Countries,Sub-Sahara Africa
BFA,60,3030161.197706381,Low Income Developing Countries,Sub-Sahara Africa
BFA,70,2155685.9032925344,Low Income Developing Countries,Sub-Sahara Africa
BFA,80,2634481.1395847774,Low Income Developing Countries,Sub-Sahara Africa
BFA,90,2173422.729090006,Low Income Developing Countries,Sub-Sahara Africa
BFA,100,2251463.5548030823,Low Income Developing Countries,Sub-Sahara Africa
BDI,10,2529104.3012392744,Low Income Developing Countries,Sub-Sahara Africa
BDI,20,3363812.79901454,Low Income Developing Countries,Sub-Sahara Africa
BDI,30,1641107.6799152615,Low Income Developing Countries,Sub-Sahara Africa
BDI,40,1984972.748617617,Low Income Developing Countries,Sub-Sahara Africa
BDI,50,2057693.0233212034,Low Income Developing Countries,Sub-Sahara Africa
BDI,60,1432184.9305269618,Low Income Developing Countries,Sub-Sahara Africa
BDI,70,1803567.5048212567,Low Income Developing Countries,Sub-Sahara Africa
BDI,80,1362390.8568059858,Low Income Developing Countries,Sub-Sahara Africa
BDI,90,1287204.3313417237,Low Income Developing Countries,Sub-Sahara Africa
BDI,100,897057.8113375204,Low Income Developing Countries,Sub-Sahara Africa
CPV,10,335837.52353871166,Emerging Market Economies,Sub-Sahara Africa
CPV,20,100115.06211720491,Emerging Market Economies,Sub-Sahara Africa
CPV,30,182338.37843099018,Emerging Market Economies,Sub-Sahara Africa
CPV,40,58054.74620018037,Emerging Market Economies,Sub-Sahara Africa
CPV,50,61107.49037001413,Emerging Market Economies,Sub-Sahara Africa
CPV,60,24153.062197326264,Emerging Market Economies,Sub-Sahara Africa
CPV,70,21960.53529059604,Emerging Market Economies,Sub-Sahara Africa
CPV,80,15647.0462420514,Emerging Market Economies,Sub-Sahara Africa
CPV,90,39966.092661558454,Emerging Market Economies,Sub-Sahara Africa
CPV,100,34654.85478514635,Emerging Market Economies,Sub-Sahara Africa
KHM,10,4126531.3282612227,Low Income Developing Countries,Emerging and Developing Asia
KHM,20,2259416.1499458165,Low Income Developing Countries,Emerging and Developing Asia
KHM,30,949289.8420034868,Low Income Developing Countries,Emerging and Developing Asia
KHM,40,1163446.733970634,Low Income Developing Countries,Emerging and Developing Asia
KHM,50,812168.4394175156,Low Income Developing Countries,Emerging and Developing Asia
KHM,60,969614.2272544948,Low Income Developing Countries,Emerging and Developing Asia
KHM,70,1074094.233740775,Low Income Developing Countries,Emerging and Developing Asia
KHM,80,2120213.039983459,Low Income Developing Countries,Emerging and Developing Asia
KHM,90,1477846.963627021,Low Income Developing Countries,Emerging and Developing Asia
KHM,100,639640.8270350264,Low Income Developing Countries,Emerging and Developing Asia
CMR,10,11394724.966829393,Low Income Developing Countries,Sub-Sahara Africa
CMR,20,5095012.557961029,Low Income Developing Countries,Sub-Sahara Africa
CMR,30,4317731.45334435,Low Income Developing Countries,Sub-Sahara Africa
CMR,40,3082813.5269543724,Low Income Developing Countries,Sub-Sahara Africa
CMR,50,4605442.730238892,Low Income Developing Countries,Sub-Sahara Africa
CMR,60,3128519.2254241407,Low Income Developing Countries,Sub-Sahara Africa
CMR,70,2118110.396959215,Low Income Developing Countries,Sub-Sahara Africa
CMR,80,2561420.9665354057,Low Income Developing Countries,Sub-Sahara Africa
CMR,90,2200507.5641872017,Low Income Developing Countries,Sub-Sahara Africa
CMR,100,1343743.0911863372,Low Income Developing Countries,Sub-Sahara Africa
CAN,10,29519735.191728927,Advanced Economies,Advanced Economies
CAN,20,2562508.92226919,Advanced Economies,Advanced Economies
CAN,30,2166275.169862668,Advanced Economies,Advanced Economies
CAN,40,1597404.5958745629,Advanced Economies,Advanced Economies
CAN,50,1338408.2690082598,Advanced Economies,Advanced Economies
CAN,60,717011.6615152274,Advanced Economies,Advanced Economies
CAN,70,1310340.8710824575,Advanced Economies,Advanced Economies
CAN,80,2075828.6476705712,Advanced Economies,Advanced Economies
CAN,90,13470426.790502187,Advanced Economies,Advanced Economies
CAN,100,46174499.235262185,Advanced Economies,Advanced Economies
CAF,10,2412863.7404894815,Low Income Developing Countries,Sub-Sahara Africa
CAF,20,1398227.111917865,Low Income Developing Countries,Sub-Sahara Africa
CAF,30,1194858.2790840683,Low Income Developing Countries,Sub-Sahara Africa
CAF,40,682197.0469958866,Low Income Developing Countries,Sub-Sahara Africa
CAF,50,533263.3982387321,Low Income Developing Countries,Sub-Sahara Africa
CAF,60,812797.0830785044,Low Income Developing Countries,Sub-Sahara Africa
CAF,70,430473.9264564664,Low Income Developing Countries,Sub-Sahara Africa
CAF,80,793918.4375032696,Low Income Developing Countries,Sub-Sahara Africa
CAF,90,511553.49666385027,Low Income Developing Countries,Sub-Sahara Africa
CAF,100,1071326.4097832013,Low Income Developing Countries,Sub-Sahara Africa
TCD,10,4149754.3374733943,Low Income Developing Countries,Sub-Sahara Africa
TCD,20,2547940.8593162117,Low Income Developing Countries,Sub-Sahara Africa
TCD,30,3102190.578536949,Low Income Developing Countries,Sub-Sahara Africa
TCD,40,2358799.5694729527,Low Income Developing Countries,Sub-Sahara Africa
TCD,50,2560616.814782628,Low Income Developing Countries,Sub-Sahara Africa
TCD,60,2918697.282884141,Low Income Developing Countries,Sub-Sahara Africa
TCD,70,2282438.5730936853,Low Income Developing Countries,Sub-Sahara Africa
TCD,80,2118177.106508976,Low Income Developing Countries,Sub-Sahara Africa
TCD,90,3677029.1197942845,Low Income Developing Countries,Sub-Sahara Africa
TCD,100,4104689.561565143,Low Income Developing Countries,Sub-Sahara Africa
CHL,10,7452974.912052052,Emerging Market Economies,Latin America and the Caribbean
CHL,20,1099166.6187145256,Emerging Market Economies,Latin America and the Caribbean
CHL,30,1537437.3834438703,Emerging Market Economies,Latin America and the Caribbean
CHL,40,1232447.5024766051,Emerging Market Economies,Latin America and the Caribbean
CHL,50,1036166.6492053063,Emerging Market Economies,Latin America and the Caribbean
CHL,60,654633.9559373371,Emerging Market Economies,Latin America and the Caribbean
CHL,70,1533329.2166577263,Emerging Market Economies,Latin America and the Caribbean
CHL,80,3336681.3458660585,Emerging Market Economies,Latin America and the Caribbean
CHL,90,819813.0000161802,Emerging Market Economies,Latin America and the Caribbean
CHL,100,983243.654463949,Emerging Market Economies,Latin America and the Caribbean
CHN,10,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,20,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,30,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,40,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,50,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,60,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,70,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,80,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,90,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,100,68690892.83568646,Emerging Market Economies,Emerging and Developing Asia
COL,10,45698121.054421455,Emerging Market Economies,Latin America and the Caribbean
COL,20,6272207.119324101,Emerging Market Economies,Latin America and the Caribbean
COL,30,4475058.95245296,Emerging Market Economies,Latin America and the Caribbean
COL,40,3220160.4070532634,Emerging Market Economies,Latin America and the Caribbean
COL,50,3490583.410970528,Emerging Market Economies,Latin America and the Caribbean
COL,60,2119972.5604339857,Emerging Market Economies,Latin America and the Caribbean
COL,70,2392155.0652354513,Emerging Market Economies,Latin America and the Caribbean
COL,80,1855098.9226511628,Emerging Market Economies,Latin America and the Caribbean
COL,90,1563762.537246006,Emerging Market Economies,Latin America and the Caribbean
COL,100,5212014.554918831,Emerging Market Economies,Latin America and the Caribbean
COD,10,32855917.88065001,Low Income Developing Countries,Sub-Sahara Africa
COD,20,15030683.20270061,Low Income Developing Countries,Sub-Sahara Africa
COD,30,5186681.3674927,Low Income Developing Countries,Sub-Sahara Africa
COD,40,17604151.137648102,Low Income Developing Countries,Sub-Sahara Africa
COD,50,31616470.20125828,Low Income Developing Countries,Sub-Sahara Africa
COD,60,25818529.866154507,Low Income Developing Countries,Sub-Sahara Africa
COD,70,21460062.697251502,Low Income Developing Countries,Sub-Sahara Africa
COD,80,14115998.949254485,Low Income Developing Countries,Sub-Sahara Africa
COD,90,9756387.648057623,Low Income Developing Countries,Sub-Sahara Africa
COD,100,5563777.593677771,Low Income Developing Countries,Sub-Sahara Africa
COG,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
COG,20,567579.6883849411,Low Income Developing Countries,Sub-Sahara Africa
COG,30,1582313.2053468917,Low Income Developing Countries,Sub-Sahara Africa
COG,40,315173.15450211,Low Income Developing Countries,Sub-Sahara Africa
COG,50,226988.87712440305,Low Income Developing Countries,Sub-Sahara Africa
COG,60,462154.2937967344,Low Income Developing Countries,Sub-Sahara Africa
COG,70,335031.7581725545,Low Income Developing Countries,Sub-Sahara Africa
COG,80,494855.88859853224,Low Income Developing Countries,Sub-Sahara Africa
COG,90,361749.7021685932,Low Income Developing Countries,Sub-Sahara Africa
COG,100,176158.8779009048,Low Income Developing Countries,Sub-Sahara Africa
CRI,10,607533.9770440091,Emerging Market Economies,Latin America and the Caribbean
CRI,20,140069.63871091392,Emerging Market Economies,Latin America and the Caribbean
CRI,30,357720.1501665615,Emerging Market Economies,Latin America and the Caribbean
CRI,40,117543.94769859703,Emerging Market Economies,Latin America and the Caribbean
CRI,50,86488.07058666681,Emerging Market Economies,Latin America and the Caribbean
CRI,60,107069.94050742796,Emerging Market Economies,Latin America and the Caribbean
CRI,70,121323.2716786663,Emerging Market Economies,Latin America and the Caribbean
CRI,80,86192.14996344713,Emerging Market Economies,Latin America and the Caribbean
CRI,90,383841.01493705105,Emerging Market Economies,Latin America and the Caribbean
CRI,100,344344.8337250335,Emerging Market Economies,Latin America and the Caribbean
CIV,10,9367441.103082402,Low Income Developing Countries,Sub-Sahara Africa
CIV,20,3964490.530918238,Low Income Developing Countries,Sub-Sahara Africa
CIV,30,3822120.9495475125,Low Income Developing Countries,Sub-Sahara Africa
CIV,40,2825017.3997110114,Low Income Developing Countries,Sub-Sahara Africa
CIV,50,3333618.030660713,Low Income Developing Countries,Sub-Sahara Africa
CIV,60,3557785.6469046907,Low Income Developing Countries,Sub-Sahara Africa
CIV,70,2367318.2240350465,Low Income Developing Countries,Sub-Sahara Africa
CIV,80,2029145.134581779,Low Income Developing Countries,Sub-Sahara Africa
CIV,90,2133287.633805177,Low Income Developing Countries,Sub-Sahara Africa
CIV,100,1313292.8171118773,Low Income Developing Countries,Sub-Sahara Africa
HRV,10,3085507.2475119126,Emerging Market Economies,Emerging and Developing Europe
