iso3,decile,capex,income,region
BLZ,60,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,70,308094.7674677396,Emerging Market Economies,Latin America and the Caribbean
BLZ,80,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,90,141404.43601293108,Emerging Market Economies,Latin America and the Caribbean
BLZ,100,112711.4127588046,Emerging Market Economies,Latin America and the Caribbean
BEN,10,12747893.943706937,Low Income Developing Countries,Sub-Sahara Africa
BEN,20,4373081.8789499,Low Income Developing Countries,Sub-Sahara Africa
BEN,30,3281262.642315099,Low Income Developing Countries,Sub-Sahara Africa
BEN,40,3240017.5419085305,Low Income Developing Countries,Sub-Sahara Africa
BEN,50,2825785.7164148623,Low Income Developing Countries,Sub-Sahara Africa
BEN,60,2242032.1577737667,Low Income Developing Countries,Sub-Sahara Africa
BEN,70,4181860.924999699,Low Income Developing Countries,Sub-Sahara Africa
BEN,80,4324353.516230272,Low Income Developing Countries,Sub-Sahara Africa
BEN,90,3930380.689683274,Low Income Developing Countries,Sub-Sahara Africa
BEN,100,3377848.3478146675,Low Income Developing Countries,Sub-Sahara Africa
BTN,10,708704.1084610404,Low Income Developing Countries,Emerging and Developing Asia
BTN,20,261866.58490281284,Low Income Developing Countries,Emerging and Developing Asia
BTN,30,277214.3323635289,Low Income Developing Countries,Emerging and Developing Asia
BTN,40,195762.40014410755,Low Income Developing Countries,Emerging and Developing Asia
BTN,50,157902.5845732785,Low Income Developing Countries,Emerging and Developing Asia
BTN,60,185260.95777167592,Low Income Developing Countries,Emerging and Developing Asia
BTN,70,177008.63979121504,Low Income Developing Countries,Emerging and Developing Asia
BTN,80,149980.38862461457,Low Income Developing Countries,Emerging and Developing Asia
BTN,90,162106.85879594446,Low Income Developing Countries,Emerging and Developing Asia
BTN,100,86110.63794909418,Low Income Developing Countries,Emerging and Developing Asia
BOL,10,12512271.380119838,Emerging Market Economies,Latin America and the Caribbean
BOL,20,1358180.02755458,Emerging Market Economies,Latin America and the Caribbean
BOL,30,1326582.2547221077,Emerging Market Economies,Latin America and the Caribbean
BOL,40,1539935.8532926608,Emerging Market Economies,Latin America and the Caribbean
BOL,50,1823502.357937044,Emerging Market Economies,Latin America and the Caribbean
BOL,60,2251612.635120652,Emerging Market Economies,Latin America and the Caribbean
BOL,70,1418949.2301611686,Emerging Market Economies,Latin America and the Caribbean
BOL,80,1332826.1830302428,Emerging Market Economies,Latin America and the Caribbean
BOL,90,1085034.0635666335,Emerging Market Economies,Latin America and the Caribbean
BOL,100,2022450.7345720313,Emerging Market Economies,Latin America and the Caribbean
BIH,10,1696331.0054473863,Emerging Market Economies,Emerging and Developing Europe
BIH,20,1440488.921628116,Emerging Market Economies,Emerging and Developing Europe
BIH,30,1528982.7818539008,Emerging Market Economies,Emerging and Developing Europe
BIH,40,767616.1502886537,Emerging Market Economies,Emerging and Developing Europe
BIH,50,777284.5290756584,Emerging Market Economies,Emerging and Developing Europe
BIH,60,1165128.028005605,Emerging Market Economies,Emerging and Developing Europe
BIH,70,1601935.7712929687,Emerging Market Economies,Emerging and Developing Europe
BIH,80,742464.5910721542,Emerging Market Economies,Emerging and Developing Europe
BIH,90,466333.6058578356,Emerging Market Economies,Emerging and Developing Europe
BIH,100,310253.8437425653,Emerging Market Economies,Emerging and Developing Europe
BWA,10,288506.5399961291,Emerging Market Economies,Sub-Sahara Africa
BWA,20,675989.7005040215,Emerging Market Economies,Sub-Sahara Africa
BWA,30,595550.2375684176,Emerging Market Economies,Sub-Sahara Africa
BWA,40,427466.4508340278,Emerging Market Economies,Sub-Sahara Africa
BWA,50,316913.96582621324,Emerging Market Economies,Sub-Sahara Africa
BWA,60,284158.10861438484,Emerging Market Economies,Sub-Sahara Africa
BWA,70,1165278.3054920686,Emerging Market Economies,Sub-Sahara Africa
BWA,80,614954.5815054011,Emerging Market Economies,Sub-Sahara Africa
BWA,90,626253.5186293521,Emerging Market Economies,Sub-Sahara Africa
BWA,100,658672.726585206,Emerging Market Economies,Sub-Sahara Africa
BRA,10,229407486.93598035,Emerging Market Economies,Latin America and the Caribbean
BRA,20,54578769.67566688,Emerging Market Economies,Latin America and the Caribbean
BRA,30,30450027.169911344,Emerging Market Economies,Latin America and the Caribbean
BRA,40,22056944.419090103,Emerging Market Economies,Latin America and the Caribbean
BRA,50,17855046.381469704,Emerging Market Economies,Latin America and the Caribbean
BRA,60,24917738.405094907,Emerging Market Economies,Latin America and the Caribbean
BRA,70,20704905.25860196,Emerging Market Economies,Latin America and the Caribbean
BRA,80,17969275.177074157,Emerging Market Economies,Latin America and the Caribbean
BRA,90,17788766.182442665,Emerging Market Economies,Latin America and the Caribbean
BRA,100,20777868.748605292,Emerging Market Economies,Latin America and the Caribbean
BRN,10,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,20,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,30,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,40,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,50,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,60,63874.343831006176,Emerging Market Economies,Emerging and Developing Asia
BRN,70,31218.496550087042,Emerging Market Economies,Emerging and Developing Asia
BRN,80,16316.129183791905,Emerging Market Economies,Emerging and Developing Asia
BRN,90,9357.87228554585,Emerging Market Economies,Emerging and Developing Asia
BRN,100,9570.866072997684,Emerging Market Economies,Emerging and Developing Asia
BGR,10,11509927.110449396,Emerging Market Economies,Emerging and Developing Europe
BGR,20,2709191.1662748517,Emerging Market Economies,Emerging and Developing Europe
BGR,30,2144600.9591041,Emerging Market Economies,Emerging and Developing Europe
BGR,40,1275462.9696847477,Emerging Market Economies,Emerging and Developing Europe
BGR,50,1103875.6275336659,Emerging Market Economies,Emerging and Developing Europe
BGR,60,979970.7837812841,Emerging Market Economies,Emerging and Developing Europe
BGR,70,701111.0969243342,Emerging Market Economies,Emerging and Developing Europe
BGR,80,571392.9570242728,Emerging Market Economies,Emerging and Developing Europe
BGR,90,468866.5143949831,Emerging Market Economies,Emerging and Developing Europe
BGR,100,297346.544896692,Emerging Market Economies,Emerging and Developing Europe
BFA,10,19310796.84642299,Low Income Developing Countries,Sub-Sahara Africa
BFA,20,4659923.631873565,Low Income Developing Countries,Sub-Sahara Africa
BFA,30,7728487.683408188,Low Income Developing Countries,Sub-Sahara Africa
BFA,40,4674020.013172355,Low Income Developing Countries,Sub-Sahara Africa
BFA,50,4704335.526730257,Low Income Developing Countries,Sub-Sahara Africa
BFA,60,6225595.140911518,Low Income Developing Countries,Sub-Sahara Africa
BFA,70,4428948.431861572,Low Income Developing Countries,Sub-Sahara Africa
BFA,80,5412653.621806189,Low Income Developing Countries,Sub-Sahara Africa
BFA,90,4465389.495321666,Low Income Developing Countries,Sub-Sahara Africa
BFA,100,4625727.693078209,Low Income Developing Countries,Sub-Sahara Africa
BDI,10,5196152.422706634,Low Income Developing Countries,Sub-Sahara Africa
BDI,20,6911096.555632854,Low Income Developing Countries,Sub-Sahara Africa
BDI,30,3371725.572067413,Low Income Developing Countries,Sub-Sahara Africa
BDI,40,4078210.9902237137,Low Income Developing Countries,Sub-Sahara Africa
BDI,50,4227617.8894946445,Low Income Developing Countries,Sub-Sahara Africa
BDI,60,2942484.891933898,Low Income Developing Countries,Sub-Sahara Africa
BDI,70,3705506.196442666,Low Income Developing Countries,Sub-Sahara Africa
BDI,80,2799089.997117536,Low Income Developing Countries,Sub-Sahara Africa
BDI,90,2644616.080697963,Low Income Developing Countries,Sub-Sahara Africa
BDI,100,1843043.4511559408,Low Income Developing Countries,Sub-Sahara Africa
CPV,10,689992.4849743771,Emerging Market Economies,Sub-Sahara Africa
CPV,20,205690.65590329046,Emerging Market Economies,Sub-Sahara Africa
CPV,30,374621.9586010467,Emerging Market Economies,Sub-Sahara Africa
CPV,40,119275.946812423,Emerging Market Economies,Sub-Sahara Africa
CPV,50,125547.9396306759,Emerging Market Economies,Sub-Sahara Africa
CPV,60,49623.494211339465,Emerging Market Economies,Sub-Sahara Africa
CPV,70,45118.85437000383,Emerging Market Economies,Sub-Sahara Africa
CPV,80,32147.52242483574,Emerging Market Economies,Sub-Sahara Africa
CPV,90,82112.03828474588,Emerging Market Economies,Sub-Sahara Africa
CPV,100,71199.87402739722,Emerging Market Economies,Sub-Sahara Africa
KHM,10,8478134.234405689,Low Income Developing Countries,Emerging and Developing Asia
KHM,20,4642066.638252386,Low Income Developing Countries,Emerging and Developing Asia
KHM,30,1950356.3810951523,Low Income Developing Countries,Emerging and Developing Asia
KHM,40,2390350.829916081,Low Income Developing Countries,Emerging and Developing Asia
KHM,50,1668634.6237509039,Low Income Developing Countries,Emerging and Developing Asia
KHM,60,1992113.6955761327,Low Income Developing Countries,Emerging and Developing Asia
KHM,70,2206772.3154527694,Low Income Developing Countries,Emerging and Developing Asia
KHM,80,4356067.924508247,Low Income Developing Countries,Emerging and Developing Asia
KHM,90,3036299.4822623082,Low Income Developing Countries,Emerging and Developing Asia
KHM,100,1314169.301531578,Low Income Developing Countries,Emerging and Developing Asia
CMR,10,23410947.390921652,Low Income Developing Countries,Sub-Sahara Africa
CMR,20,10467920.138286624,Low Income Developing Countries,Sub-Sahara Africa
CMR,30,8870963.028649438,Low Income Developing Countries,Sub-Sahara Africa
CMR,40,6333771.5921749305,Low Income Developing Countries,Sub-Sahara Africa
CMR,50,9462078.091694897,Low Income Developing Countries,Sub-Sahara Africa
CMR,60,6427675.894863756,Low Income Developing Countries,Sub-Sahara Africa
CMR,70,4351747.954928835,Low Income Developing Countries,Sub-Sahara Africa
CMR,80,5262548.386918156,Low Income Developing Countries,Sub-Sahara Africa
CMR,90,4521036.441728717,Low Income Developing Countries,Sub-Sahara Africa
CMR,100,2760777.369024214,Low Income Developing Countries,Sub-Sahara Africa
CAN,10,60649552.27785548,Advanced Economies,Advanced Economies
CAN,20,5264783.638275378,Advanced Economies,Advanced Economies
CAN,30,4450704.530697086,Advanced Economies,Advanced Economies
CAN,40,3281935.72595211,Advanced Economies,Advanced Economies
CAN,50,2749816.7498153723,Advanced Economies,Advanced Economies
CAN,60,1473130.9737861122,Advanced Economies,Advanced Economies
CAN,70,1346075.5431300951,Advanced Economies,Advanced Economies
CAN,80,1421626.1005173412,Advanced Economies,Advanced Economies
CAN,90,9225188.37572425,Advanced Economies,Advanced Economies
CAN,100,31622491.271054126,Advanced Economies,Advanced Economies
CAF,10,4957331.243579759,Low Income Developing Countries,Sub-Sahara Africa
CAF,20,2872717.108395264,Low Income Developing Countries,Sub-Sahara Africa
CAF,30,2454887.186191364,Low Income Developing Countries,Sub-Sahara Africa
CAF,40,1401602.8665856195,Low Income Developing Countries,Sub-Sahara Africa
CAF,50,1095612.3467668754,Low Income Developing Countries,Sub-Sahara Africa
CAF,60,1669926.1989067665,Low Income Developing Countries,Sub-Sahara Africa
CAF,70,884427.0023868755,Low Income Developing Countries,Sub-Sahara Africa
CAF,80,815569.6090593516,Low Income Developing Countries,Sub-Sahara Africa
CAF,90,525504.2150162465,Low Income Developing Countries,Sub-Sahara Africa
CAF,100,733695.2344454954,Low Income Developing Countries,Sub-Sahara Africa
TCD,10,8525846.89517703,Low Income Developing Countries,Sub-Sahara Africa
TCD,20,5234852.932938248,Low Income Developing Countries,Sub-Sahara Africa
TCD,30,6373582.569316672,Low Income Developing Countries,Sub-Sahara Africa
TCD,40,4846254.103316501,Low Income Developing Countries,Sub-Sahara Africa
TCD,50,5260896.222918288,Low Income Developing Countries,Sub-Sahara Africa
TCD,60,5996587.784131433,Low Income Developing Countries,Sub-Sahara Africa
TCD,70,4689367.1864179,Low Income Developing Countries,Sub-Sahara Africa
TCD,80,4351885.012537901,Low Income Developing Countries,Sub-Sahara Africa
TCD,90,3777306.4084031004,Low Income Developing Countries,Sub-Sahara Africa
TCD,100,2811086.465055926,Low Income Developing Countries,Sub-Sahara Africa
CHL,10,15312454.146970013,Emerging Market Economies,Latin America and the Caribbean
CHL,20,2258284.5974336076,Emerging Market Economies,Latin America and the Caribbean
CHL,30,3158730.535876706,Emerging Market Economies,Latin America and the Caribbean
CHL,40,2532115.845406045,Emerging Market Economies,Latin America and the Caribbean
CHL,50,2128848.478869669,Emerging Market Economies,Latin America and the Caribbean
CHL,60,1344973.3229519362,Emerging Market Economies,Latin America and the Caribbean
CHL,70,3150290.132375653,Emerging Market Economies,Latin America and the Caribbean
CHL,80,3427676.915227712,Emerging Market Economies,Latin America and the Caribbean
CHL,90,561446.8996148964,Emerging Market Economies,Latin America and the Caribbean
CHL,100,673371.9779436401,Emerging Market Economies,Latin America and the Caribbean
CHN,10,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,20,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,30,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,40,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,50,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,60,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,70,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,80,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,90,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,100,70564181.36870377,Emerging Market Economies,Emerging and Developing Asia
COL,10,93888734.56651004,Emerging Market Economies,Latin America and the Caribbean
COL,20,12886516.46467241,Emerging Market Economies,Latin America and the Caribbean
COL,30,9194199.071248002,Emerging Market Economies,Latin America and the Caribbean
COL,40,6615956.602665539,Emerging Market Economies,Latin America and the Caribbean
COL,50,7171552.173109892,Emerging Market Economies,Latin America and the Caribbean
COL,60,4355573.849039317,Emerging Market Economies,Latin America and the Caribbean
COL,70,4914784.388932622,Emerging Market Economies,Latin America and the Caribbean
COL,80,3811379.687492904,Emerging Market Economies,Latin America and the Caribbean
COL,90,3212816.684731881,Emerging Market Economies,Latin America and the Caribbean
COL,100,5354152.860254358,Emerging Market Economies,Latin America and the Caribbean
COD,10,67503881.59639518,Low Income Developing Countries,Sub-Sahara Africa
COD,20,30881178.328777675,Low Income Developing Countries,Sub-Sahara Africa
COD,30,10656257.608790003,Low Income Developing Countries,Sub-Sahara Africa
COD,40,36168477.72500377,Low Income Developing Countries,Sub-Sahara Africa
COD,50,64957383.58959742,Low Income Developing Countries,Sub-Sahara Africa
COD,60,53045268.417362094,Low Income Developing Countries,Sub-Sahara Africa
COD,70,44090612.12743154,Low Income Developing Countries,Sub-Sahara Africa
COD,80,29001920.602148216,Low Income Developing Countries,Sub-Sahara Africa
COD,90,20044913.643726967,Low Income Developing Countries,Sub-Sahara Africa
COD,100,11431017.854274917,Low Income Developing Countries,Sub-Sahara Africa
COG,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
COG,20,1166116.6253346484,Low Income Developing Countries,Sub-Sahara Africa
COG,30,3250929.8218405447,Low Income Developing Countries,Sub-Sahara Africa
COG,40,647536.6593365703,Low Income Developing Countries,Sub-Sahara Africa
COG,50,466358.30844124506,Low Income Developing Countries,Sub-Sahara Africa
COG,60,474757.8326839791,Low Income Developing Countries,Sub-Sahara Africa
COG,70,344168.5028685735,Low Income Developing Countries,Sub-Sahara Africa
COG,80,508351.2418155182,Low Income Developing Countries,Sub-Sahara Africa
COG,90,371615.0793812007,Low Income Developing Countries,Sub-Sahara Africa
COG,100,120641.97058981749,Low Income Developing Countries,Sub-Sahara Africa
CRI,10,1248204.411793913,Emerging Market Economies,Latin America and the Caribbean
CRI,20,287779.03393652884,Emerging Market Economies,Latin America and the Caribbean
CRI,30,734951.2726810646,Emerging Market Economies,Latin America and the Caribbean
CRI,40,241499.04308386298,Emerging Market Economies,Latin America and the Caribbean
CRI,50,177693.42185449612,Emerging Market Economies,Latin America and the Caribbean
CRI,60,219979.74954773972,Emerging Market Economies,Latin America and the Caribbean
CRI,70,249263.82504465737,Emerging Market Economies,Latin America and the Caribbean
CRI,80,177085.44034004517,Emerging Market Economies,Latin America and the Caribbean
CRI,90,788617.7010264136,Emerging Market Economies,Latin America and the Caribbean
CRI,100,707471.1158136479,Emerging Market Economies,Latin America and the Caribbean
CIV,10,19245806.413951565,Low Income Developing Countries,Sub-Sahara Africa
CIV,20,8145214.519991983,Low Income Developing Countries,Sub-Sahara Africa
CIV,30,7852710.155977918,Low Income Developing Countries,Sub-Sahara Africa
CIV,40,5804118.477242662,Low Income Developing Countries,Sub-Sahara Africa
CIV,50,6849060.118994822,Low Income Developing Countries,Sub-Sahara Africa
CIV,60,7309622.02688757,Low Income Developing Countries,Sub-Sahara Africa
CIV,70,4863756.0416586,Low Income Developing Countries,Sub-Sahara Africa
CIV,80,4168965.037113731,Low Income Developing Countries,Sub-Sahara Africa
CIV,90,4382930.2339548515,Low Income Developing Countries,Sub-Sahara Africa
CIV,100,2698215.985009108,Low Income Developing Countries,Sub-Sahara Africa
HRV,10,6339305.955702089,Emerging Market Economies,Emerging and Developing Europe
HRV,20,1531583.862030132,Emerging Market Economies,Emerging and Developing Europe
