iso3,decile,opex,income,region
ARG,70,579025.7877562353,Emerging Market Economies,Latin America and the Caribbean
ARG,80,1317521.7063236642,Emerging Market Economies,Latin America and the Caribbean
ARG,90,652741.0690648463,Emerging Market Economies,Latin America and the Caribbean
ARG,100,1231337.88799851,Emerging Market Economies,Latin America and the Caribbean
ARM,10,56468.451397513425,Emerging Market Economies,Caucasus and Central Asia
ARM,20,33893.77009064354,Emerging Market Economies,Caucasus and Central Asia
ARM,30,25391.74955715572,Emerging Market Economies,Caucasus and Central Asia
ARM,40,5620.676353290212,Emerging Market Economies,Caucasus and Central Asia
ARM,50,6496.50359998179,Emerging Market Economies,Caucasus and Central Asia
ARM,60,7104.83506140571,Emerging Market Economies,Caucasus and Central Asia
ARM,70,2696.7713332195344,Emerging Market Economies,Caucasus and Central Asia
ARM,80,2868.6532654502003,Emerging Market Economies,Caucasus and Central Asia
ARM,90,5180.737901430686,Emerging Market Economies,Caucasus and Central Asia
ARM,100,167697.23508613417,Emerging Market Economies,Caucasus and Central Asia
AUS,10,2453489.63122006,Advanced Economies,Advanced Economies
AUS,20,837927.3521992043,Advanced Economies,Advanced Economies
AUS,30,977856.0528988261,Advanced Economies,Advanced Economies
AUS,40,297719.5673479784,Advanced Economies,Advanced Economies
AUS,50,148926.24024842694,Advanced Economies,Advanced Economies
AUS,60,81611.4610242079,Advanced Economies,Advanced Economies
AUS,70,286118.96727427933,Advanced Economies,Advanced Economies
AUS,80,662425.3533718915,Advanced Economies,Advanced Economies
AUS,90,1569426.5838844706,Advanced Economies,Advanced Economies
AUS,100,106868.7645330332,Advanced Economies,Advanced Economies
AUT,10,5917511.389818924,Advanced Economies,Advanced Economies
AUT,20,1081163.3276423232,Advanced Economies,Advanced Economies
AUT,30,864771.960639685,Advanced Economies,Advanced Economies
AUT,40,573449.5191000561,Advanced Economies,Advanced Economies
AUT,50,619324.25964201,Advanced Economies,Advanced Economies
AUT,60,501136.32614143187,Advanced Economies,Advanced Economies
AUT,70,390447.27224719094,Advanced Economies,Advanced Economies
AUT,80,431646.7281384329,Advanced Economies,Advanced Economies
AUT,90,364674.9149989796,Advanced Economies,Advanced Economies
AUT,100,1445.8687172861332,Advanced Economies,Advanced Economies
AZE,10,3738425.8645240986,Emerging Market Economies,Caucasus and Central Asia
AZE,20,1131464.251771724,Emerging Market Economies,Caucasus and Central Asia
AZE,30,1257617.0587012789,Emerging Market Economies,Caucasus and Central Asia
AZE,40,810358.2930001353,Emerging Market Economies,Caucasus and Central Asia
AZE,50,687048.1404898466,Emerging Market Economies,Caucasus and Central Asia
AZE,60,770934.2759058174,Emerging Market Economies,Caucasus and Central Asia
AZE,70,809598.9518726552,Emerging Market Economies,Caucasus and Central Asia
AZE,80,658119.5904402203,Emerging Market Economies,Caucasus and Central Asia
AZE,90,71417.10044403722,Emerging Market Economies,Caucasus and Central Asia
AZE,100,379842.2036823168,Emerging Market Economies,Caucasus and Central Asia
BHR,10,236380.5455699852,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,20,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,30,107414.6184453705,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,40,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,50,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,60,302286.09966669243,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,70,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,80,194972.45435432537,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,90,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BHR,100,219200.17834112083,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
BGD,10,56546022.43219044,Low Income Developing Countries,Emerging and Developing Asia
BGD,20,29176148.004910585,Low Income Developing Countries,Emerging and Developing Asia
BGD,30,20251398.953169443,Low Income Developing Countries,Emerging and Developing Asia
BGD,40,16796320.209233176,Low Income Developing Countries,Emerging and Developing Asia
BGD,50,17943851.403622493,Low Income Developing Countries,Emerging and Developing Asia
BGD,60,15437830.66277881,Low Income Developing Countries,Emerging and Developing Asia
BGD,70,13986209.383194298,Low Income Developing Countries,Emerging and Developing Asia
BGD,80,12659889.352150654,Low Income Developing Countries,Emerging and Developing Asia
BGD,90,10478123.469998313,Low Income Developing Countries,Emerging and Developing Asia
BGD,100,8362592.6543322755,Low Income Developing Countries,Emerging and Developing Asia
BRB,10,115214.75150090025,Emerging Market Economies,Latin America and the Caribbean
BRB,20,60698.50322974256,Emerging Market Economies,Latin America and the Caribbean
BRB,30,33384.17677635841,Emerging Market Economies,Latin America and the Caribbean
BRB,40,43556.79629912081,Emerging Market Economies,Latin America and the Caribbean
BRB,50,20352.55532358232,Emerging Market Economies,Latin America and the Caribbean
BRB,60,25739.996438648228,Emerging Market Economies,Latin America and the Caribbean
BRB,70,11901.667299949517,Emerging Market Economies,Latin America and the Caribbean
BRB,80,10928.228462145005,Emerging Market Economies,Latin America and the Caribbean
BRB,90,11240.463561063434,Emerging Market Economies,Latin America and the Caribbean
BRB,100,12122.97929519649,Emerging Market Economies,Latin America and the Caribbean
BLR,10,6004852.3424324,Emerging Market Economies,Emerging and Developing Europe
BLR,20,1446388.8822363976,Emerging Market Economies,Emerging and Developing Europe
BLR,30,699198.4648446607,Emerging Market Economies,Emerging and Developing Europe
BLR,40,462625.5545963895,Emerging Market Economies,Emerging and Developing Europe
BLR,50,411479.901548183,Emerging Market Economies,Emerging and Developing Europe
BLR,60,329410.6098142991,Emerging Market Economies,Emerging and Developing Europe
BLR,70,234856.14599848303,Emerging Market Economies,Emerging and Developing Europe
BLR,80,246977.96324446888,Emerging Market Economies,Emerging and Developing Europe
BLR,90,217768.00304941094,Emerging Market Economies,Emerging and Developing Europe
BLR,100,203766.3802638002,Emerging Market Economies,Emerging and Developing Europe
BEL,10,0.0,Advanced Economies,Advanced Economies
BEL,20,0.0,Advanced Economies,Advanced Economies
BEL,30,0.0,Advanced Economies,Advanced Economies
BEL,40,0.0,Advanced Economies,Advanced Economies
BEL,50,0.0,Advanced Economies,Advanced Economies
BEL,60,0.0,Advanced Economies,Advanced Economies
BEL,70,0.0,Advanced Economies,Advanced Economies
BEL,80,0.0,Advanced Economies,Advanced Economies
BEL,90,0.0,Advanced Economies,Advanced Economies
BEL,100,0.0,Advanced Economies,Advanced Economies
BLZ,10,143798.89907219823,Emerging Market Economies,Latin America and the Caribbean
BLZ,20,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,30,59904.58701627287,Emerging Market Economies,Latin America and the Caribbean
BLZ,40,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,50,51968.050957074745,Emerging Market Economies,Latin America and the Caribbean
BLZ,60,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,70,112468.38115067648,Emerging Market Economies,Latin America and the Caribbean
BLZ,80,0.0,Emerging Market Economies,Latin America and the Caribbean
BLZ,90,51618.94873000083,Emerging Market Economies,Latin America and the Caribbean
BLZ,100,41144.71087703819,Emerging Market Economies,Latin America and the Caribbean
BEN,10,4653551.914280264,Low Income Developing Countries,Sub-Sahara Africa
BEN,20,1596370.634942229,Low Income Developing Countries,Sub-Sahara Africa
BEN,30,1197807.7412496537,Low Income Developing Countries,Sub-Sahara Africa
BEN,40,1182751.433376429,Low Income Developing Countries,Sub-Sahara Africa
BEN,50,1031538.2751093364,Low Income Developing Countries,Sub-Sahara Africa
BEN,60,818442.0960637603,Low Income Developing Countries,Sub-Sahara Africa
BEN,70,1526566.4272640864,Low Income Developing Countries,Sub-Sahara Africa
BEN,80,1578582.6013568377,Low Income Developing Countries,Sub-Sahara Africa
BEN,90,1434764.8845443092,Low Income Developing Countries,Sub-Sahara Africa
BEN,100,1233065.84715361,Low Income Developing Countries,Sub-Sahara Africa
BTN,10,258708.72280163836,Low Income Developing Countries,Emerging and Developing Asia
BTN,20,95593.02523552079,Low Income Developing Countries,Emerging and Developing Asia
BTN,30,101195.6400588864,Low Income Developing Countries,Emerging and Developing Asia
BTN,40,71462.03882441505,Low Income Developing Countries,Emerging and Developing Asia
BTN,50,57641.51144931066,Low Income Developing Countries,Emerging and Developing Asia
BTN,60,67628.54228994965,Low Income Developing Countries,Emerging and Developing Asia
BTN,70,10236.15474431108,Low Income Developing Countries,Emerging and Developing Asia
BTN,80,8695.531152858877,Low Income Developing Countries,Emerging and Developing Asia
BTN,90,59176.25973349329,Low Income Developing Countries,Emerging and Developing Asia
BTN,100,31434.237360102885,Low Income Developing Countries,Emerging and Developing Asia
BOL,10,4567539.131567269,Emerging Market Economies,Latin America and the Caribbean
BOL,20,495796.50529520726,Emerging Market Economies,Latin America and the Caribbean
BOL,30,484261.90382292774,Emerging Market Economies,Latin America and the Caribbean
BOL,40,268155.818414545,Emerging Market Economies,Latin America and the Caribbean
BOL,50,316757.76781119395,Emerging Market Economies,Latin America and the Caribbean
BOL,60,397465.8523634987,Emerging Market Economies,Latin America and the Caribbean
BOL,70,250255.27996730528,Emerging Market Economies,Latin America and the Caribbean
BOL,80,486541.21714787866,Emerging Market Economies,Latin America and the Caribbean
BOL,90,396086.0018028621,Emerging Market Economies,Latin America and the Caribbean
BOL,100,738285.0476294773,Emerging Market Economies,Latin America and the Caribbean
BIH,10,619236.7486356086,Emerging Market Economies,Emerging and Developing Europe
BIH,20,525842.9359659988,Emerging Market Economies,Emerging and Developing Europe
BIH,30,558147.1561355621,Emerging Market Economies,Emerging and Developing Europe
BIH,40,280214.2551061634,Emerging Market Economies,Emerging and Developing Europe
BIH,50,283743.64614212065,Emerging Market Economies,Emerging and Developing Europe
BIH,60,425323.8840117322,Emerging Market Economies,Emerging and Developing Europe
BIH,70,584778.2628231286,Emerging Market Economies,Emerging and Developing Europe
BIH,80,271032.8101509476,Emerging Market Economies,Emerging and Developing Europe
BIH,90,170232.6402946138,Emerging Market Economies,Emerging and Developing Europe
BIH,100,113256.54063616958,Emerging Market Economies,Emerging and Developing Europe
BWA,10,105317.80130977115,Emerging Market Economies,Sub-Sahara Africa
BWA,20,246766.4995257627,Emerging Market Economies,Sub-Sahara Africa
BWA,30,217402.4949003206,Emerging Market Economies,Sub-Sahara Africa
BWA,40,156044.3889283592,Emerging Market Economies,Sub-Sahara Africa
BWA,50,115687.78331896581,Emerging Market Economies,Sub-Sahara Africa
BWA,60,103730.42920972148,Emerging Market Economies,Sub-Sahara Africa
BWA,70,216474.53218367064,Emerging Market Economies,Sub-Sahara Africa
BWA,80,114458.21119314573,Emerging Market Economies,Sub-Sahara Africa
BWA,90,228610.5668364956,Emerging Market Economies,Sub-Sahara Africa
BWA,100,240445.0288981202,Emerging Market Economies,Sub-Sahara Africa
BRA,10,83744001.53432107,Emerging Market Economies,Latin America and the Caribbean
BRA,20,19923694.001913335,Emerging Market Economies,Latin America and the Caribbean
BRA,30,11115622.929729367,Emerging Market Economies,Latin America and the Caribbean
BRA,40,8051772.032140292,Emerging Market Economies,Latin America and the Caribbean
BRA,50,6517891.161862758,Emerging Market Economies,Latin America and the Caribbean
BRA,60,3249605.4574762015,Emerging Market Economies,Latin America and the Caribbean
BRA,70,2730513.8674615757,Emerging Market Economies,Latin America and the Caribbean
BRA,80,2382470.3293067394,Emerging Market Economies,Latin America and the Caribbean
BRA,90,2359093.7432611105,Emerging Market Economies,Latin America and the Caribbean
BRA,100,7584852.158067112,Emerging Market Economies,Latin America and the Caribbean
BRN,10,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,20,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,30,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,40,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,50,0.0,Emerging Market Economies,Emerging and Developing Asia
BRN,60,23316.994659726508,Emerging Market Economies,Emerging and Developing Asia
BRN,70,11396.148651936819,Emerging Market Economies,Emerging and Developing Asia
BRN,80,5956.117499264349,Emerging Market Economies,Emerging and Developing Asia
BRN,90,3416.0422639450567,Emerging Market Economies,Emerging and Developing Asia
BRN,100,3493.794530453014,Emerging Market Economies,Emerging and Developing Asia
BGR,10,4201638.6059204135,Emerging Market Economies,Emerging and Developing Europe
BGR,20,988976.0452700664,Emerging Market Economies,Emerging and Developing Europe
BGR,30,782875.3473065139,Emerging Market Economies,Emerging and Developing Europe
BGR,40,465601.07656842447,Emerging Market Economies,Emerging and Developing Europe
BGR,50,402964.0160422339,Emerging Market Economies,Emerging and Developing Europe
BGR,60,357733.2018090221,Emerging Market Economies,Emerging and Developing Europe
BGR,70,255936.93371021483,Emerging Market Economies,Emerging and Developing Europe
BGR,80,208584.0061666968,Emerging Market Economies,Emerging and Developing Europe
BGR,90,171157.26528943962,Emerging Market Economies,Emerging and Developing Europe
BGR,100,108544.79879727135,Emerging Market Economies,Emerging and Developing Europe
BFA,10,7049305.244283956,Low Income Developing Countries,Sub-Sahara Africa
BFA,20,229673.9449928429,Low Income Developing Countries,Sub-Sahara Africa
BFA,30,383856.71131559735,Low Income Developing Countries,Sub-Sahara Africa
BFA,40,230967.94768340132,Low Income Developing Countries,Sub-Sahara Africa
BFA,50,240743.34014423305,Low Income Developing Countries,Sub-Sahara Africa
BFA,60,319187.3303377382,Low Income Developing Countries,Sub-Sahara Africa
BFA,70,1616764.427469401,Low Income Developing Countries,Sub-Sahara Africa
BFA,80,1975860.8546885825,Low Income Developing Countries,Sub-Sahara Africa
BFA,90,1630067.0468175046,Low Income Developing Countries,Sub-Sahara Africa
BFA,100,1688597.6661023116,Low Income Developing Countries,Sub-Sahara Africa
BDI,10,1896828.2259294558,Low Income Developing Countries,Sub-Sahara Africa
BDI,20,2522859.5992609058,Low Income Developing Countries,Sub-Sahara Africa
BDI,30,1230830.7599364459,Low Income Developing Countries,Sub-Sahara Africa
BDI,40,1488729.5614632126,Low Income Developing Countries,Sub-Sahara Africa
BDI,50,1543269.7674909024,Low Income Developing Countries,Sub-Sahara Africa
BDI,60,1074138.6978952212,Low Income Developing Countries,Sub-Sahara Africa
BDI,70,1352675.6286159423,Low Income Developing Countries,Sub-Sahara Africa
BDI,80,1021793.1426044892,Low Income Developing Countries,Sub-Sahara Africa
BDI,90,965403.2485062928,Low Income Developing Countries,Sub-Sahara Africa
BDI,100,672793.3585031404,Low Income Developing Countries,Sub-Sahara Africa
CPV,10,251878.14265403376,Emerging Market Economies,Sub-Sahara Africa
CPV,20,75086.2965879037,Emerging Market Economies,Sub-Sahara Africa
CPV,30,136753.78382324264,Emerging Market Economies,Sub-Sahara Africa
CPV,40,43541.05965013528,Emerging Market Economies,Sub-Sahara Africa
CPV,50,45830.6177775106,Emerging Market Economies,Sub-Sahara Africa
CPV,60,18114.7966479947,Emerging Market Economies,Sub-Sahara Africa
CPV,70,16470.401467947027,Emerging Market Economies,Sub-Sahara Africa
CPV,80,11735.28468153855,Emerging Market Economies,Sub-Sahara Africa
CPV,90,29974.569496168842,Emerging Market Economies,Sub-Sahara Africa
CPV,100,25991.14108885977,Emerging Market Economies,Sub-Sahara Africa
KHM,10,3094898.4961959166,Low Income Developing Countries,Emerging and Developing Asia
KHM,20,1694562.1124593623,Low Income Developing Countries,Emerging and Developing Asia
KHM,30,711967.381502615,Low Income Developing Countries,Emerging and Developing Asia
KHM,40,872585.0504779754,Low Income Developing Countries,Emerging and Developing Asia
KHM,50,609126.3295631368,Low Income Developing Countries,Emerging and Developing Asia
KHM,60,727210.6704408712,Low Income Developing Countries,Emerging and Developing Asia
KHM,70,805570.6753055811,Low Income Developing Countries,Emerging and Developing Asia
KHM,80,1006839.8387526656,Low Income Developing Countries,Emerging and Developing Asia
KHM,90,1108385.2227202656,Low Income Developing Countries,Emerging and Developing Asia
KHM,100,479730.62027626974,Low Income Developing Countries,Emerging and Developing Asia
CMR,10,8546043.725122046,Low Income Developing Countries,Sub-Sahara Africa
CMR,20,712296.1231727324,Low Income Developing Countries,Sub-Sahara Africa
CMR,30,580799.5210470374,Low Income Developing Countries,Sub-Sahara Africa
CMR,40,429592.68392497575,Low Income Developing Countries,Sub-Sahara Africa
CMR,50,636931.7426627049,Low Income Developing Countries,Sub-Sahara Africa
CMR,60,428641.2938475742,Low Income Developing Countries,Sub-Sahara Africa
CMR,70,1588582.797719411,Low Income Developing Countries,Sub-Sahara Africa
CMR,80,1921065.724901554,Low Income Developing Countries,Sub-Sahara Africa
CMR,90,1650380.6731404015,Low Income Developing Countries,Sub-Sahara Africa
CMR,100,1007807.318389753,Low Income Developing Countries,Sub-Sahara Africa
CAN,10,22139801.393796694,Advanced Economies,Advanced Economies
CAN,20,1921881.6917018928,Advanced Economies,Advanced Economies
CAN,30,1624706.3773970008,Advanced Economies,Advanced Economies
CAN,40,1198053.4469059221,Advanced Economies,Advanced Economies
CAN,50,1003806.2017561946,Advanced Economies,Advanced Economies
CAN,60,537758.7461364205,Advanced Economies,Advanced Economies
CAN,70,491377.8266559216,Advanced Economies,Advanced Economies
CAN,80,518957.1619176428,Advanced Economies,Advanced Economies
CAN,90,207176.75492905843,Advanced Economies,Advanced Economies
CAN,100,11543624.808815548,Advanced Economies,Advanced Economies
CAF,10,1809647.8053671115,Low Income Developing Countries,Sub-Sahara Africa
CAF,20,1048670.3339383989,Low Income Developing Countries,Sub-Sahara Africa
CAF,30,896143.7093130511,Low Income Developing Countries,Sub-Sahara Africa
CAF,40,511647.78524691495,Low Income Developing Countries,Sub-Sahara Africa
CAF,50,399947.54867904907,Low Income Developing Countries,Sub-Sahara Africa
CAF,60,609597.8123088783,Low Income Developing Countries,Sub-Sahara Africa
CAF,70,322855.44484234974,Low Income Developing Countries,Sub-Sahara Africa
CAF,80,297719.41406372614,Low Income Developing Countries,Sub-Sahara Africa
CAF,90,191832.56124894385,Low Income Developing Countries,Sub-Sahara Africa
CAF,100,267831.6024458003,Low Income Developing Countries,Sub-Sahara Africa
TCD,10,3112315.7531050458,Low Income Developing Countries,Sub-Sahara Africa
TCD,20,1910955.6444871586,Low Income Developing Countries,Sub-Sahara Africa
TCD,30,2326642.9339027116,Low Income Developing Countries,Sub-Sahara Africa
TCD,40,1769099.6771047143,Low Income Developing Countries,Sub-Sahara Africa
TCD,50,1920462.6110869711,Low Income Developing Countries,Sub-Sahara Africa
TCD,60,2189022.962163106,Low Income Developing Countries,Sub-Sahara Africa
TCD,70,1711828.929820264,Low Income Developing Countries,Sub-Sahara Africa
TCD,80,1588632.829881732,Low Income Developing Countries,Sub-Sahara Africa
TCD,90,1378885.9199228568,Low Income Developing Countries,Sub-Sahara Africa
TCD,100,1026172.3903912858,Low Income Developing Countries,Sub-Sahara Africa
CHL,10,5589731.18403904,Emerging Market Economies,Latin America and the Caribbean
CHL,20,824374.9640358941,Emerging Market Economies,Latin America and the Caribbean
CHL,30,1153078.037582903,Emerging Market Economies,Latin America and the Caribbean
CHL,40,924335.6268574538,Emerging Market Economies,Latin America and the Caribbean
CHL,50,777124.9869039797,Emerging Market Economies,Latin America and the Caribbean
CHL,60,265105.1860108776,Emerging Market Economies,Latin America and the Caribbean
CHL,70,627034.9647071387,Emerging Market Economies,Latin America and the Caribbean
CHL,80,684629.2202478878,Emerging Market Economies,Latin America and the Caribbean
CHL,90,97557.70402210136,Emerging Market Economies,Latin America and the Caribbean
CHL,100,245810.91361598732,Emerging Market Economies,Latin America and the Caribbean
CHN,10,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,20,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,30,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,40,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,50,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,60,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,70,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,80,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,90,0.0,Emerging Market Economies,Emerging and Developing Asia
CHN,100,25759084.813382424,Emerging Market Economies,Emerging and Developing Asia
COL,10,34273590.7908161,Emerging Market Economies,Latin America and the Caribbean
COL,20,4704155.339493076,Emerging Market Economies,Latin America and the Caribbean
COL,30,3356294.214339721,Emerging Market Economies,Latin America and the Caribbean
COL,40,2415120.3052899474,Emerging Market Economies,Latin America and the Caribbean
COL,50,2617937.5582278958,Emerging Market Economies,Latin America and the Caribbean
COL,60,1589979.4203254892,Emerging Market Economies,Latin America and the Caribbean
COL,70,1794116.2989265884,Emerging Market Economies,Latin America and the Caribbean
COL,80,1391324.191988372,Emerging Market Economies,Latin America and the Caribbean
COL,90,1172821.9029345047,Emerging Market Economies,Latin America and the Caribbean
COL,100,1954505.4580945617,Emerging Market Economies,Latin America and the Caribbean
COD,10,24641938.410487507,Low Income Developing Countries,Sub-Sahara Africa
COD,20,11273012.40202546,Low Income Developing Countries,Sub-Sahara Africa
COD,30,3890011.0256195245,Low Income Developing Countries,Sub-Sahara Africa
COD,40,13203113.353236077,Low Income Developing Countries,Sub-Sahara Africa
COD,50,1659723.909979258,Low Income Developing Countries,Sub-Sahara Africa
COD,60,1377378.2796265553,Low Income Developing Countries,Sub-Sahara Africa
COD,70,16095047.022938626,Low Income Developing Countries,Sub-Sahara Africa
COD,80,10586999.211940864,Low Income Developing Countries,Sub-Sahara Africa
COD,90,7317290.736043218,Low Income Developing Countries,Sub-Sahara Africa
COD,100,4172833.1952583287,Low Income Developing Countries,Sub-Sahara Africa
COG,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
COG,20,159252.44783418858,Low Income Developing Countries,Sub-Sahara Africa
COG,30,442450.79939892725,Low Income Developing Countries,Sub-Sahara Africa
COG,40,236379.86587658245,Low Income Developing Countries,Sub-Sahara Africa
COG,50,170241.65784330227,Low Income Developing Countries,Sub-Sahara Africa
COG,60,173307.8601737754,Low Income Developing Countries,Sub-Sahara Africa
COG,70,125636.90931470791,Low Income Developing Countries,Sub-Sahara Africa
COG,80,185570.9582244496,Low Income Developing Countries,Sub-Sahara Africa
COG,90,135656.13831322241,Low Income Developing Countries,Sub-Sahara Africa
COG,100,44039.7194752262,Low Income Developing Countries,Sub-Sahara Africa
CRI,10,455650.48278300674,Emerging Market Economies,Latin America and the Caribbean
CRI,20,105052.22903318545,Emerging Market Economies,Latin America and the Caribbean
CRI,30,268290.11262492114,Emerging Market Economies,Latin America and the Caribbean
CRI,40,88157.96077394778,Emerging Market Economies,Latin America and the Caribbean
CRI,50,64866.052940000096,Emerging Market Economies,Latin America and the Caribbean
CRI,60,80302.45538057097,Emerging Market Economies,Latin America and the Caribbean
CRI,70,90992.45375899972,Emerging Market Economies,Latin America and the Caribbean
CRI,80,64644.11247258533,Emerging Market Economies,Latin America and the Caribbean
CRI,90,249249.76872749496,Emerging Market Economies,Latin America and the Caribbean
CRI,100,258258.62529377514,Emerging Market Economies,Latin America and the Caribbean
CIV,10,7025580.827311801,Low Income Developing Countries,Sub-Sahara Africa
CIV,20,2973367.8981886795,Low Income Developing Countries,Sub-Sahara Africa
CIV,30,2866590.7121606343,Low Income Developing Countries,Sub-Sahara Africa
CIV,40,549156.1217956076,Low Income Developing Countries,Sub-Sahara Africa
CIV,50,632880.5599481269,Low Income Developing Countries,Sub-Sahara Africa
CIV,60,675206.0357244809,Low Income Developing Countries,Sub-Sahara Africa
CIV,70,1775488.6680262848,Low Income Developing Countries,Sub-Sahara Africa
CIV,80,1521858.850936334,Low Income Developing Countries,Sub-Sahara Africa
CIV,90,1599965.7253538833,Low Income Developing Countries,Sub-Sahara Africa
CIV,100,984969.6128339081,Low Income Developing Countries,Sub-Sahara Africa
HRV,10,2314130.435633935,Emerging Market Economies,Emerging and Developing Europe
